DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
11/1/2014,1.51,QUEENS,1.384,0.2034965,0.3435559,"(40.704607, -73.898244)",60 LANE,68 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,2817505,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/1/2014,0.52,BROOKLYN,1.233,0.1184373,0.3245368,"(40.619547, -73.917263)",RALPH AVENUE,AVENUE N,,4,0,0,0,0,0,4,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,2817916,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/3/2014,1.559,BROOKLYN,1.219,0.1372055,0.2351775,"(40.638316, -74.006622)",55 STREET,8 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,2817942,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/31/2014,2.2,MANHATTAN,0.012,0.2192079,0.2296317,"(40.720318, -74.012168)",WEST STREET,NORTH MOORE STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2818250,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/4/2014,1.94,MANHATTAN,0.064,0.2636219,0.2754412,"(40.764732, -73.966359)",LEXINGTON AVENUE,EAST 63 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,Other Vehicular,,,2818332,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,LIVERY VEHICLE,,
11/3/2014,1.917,MANHATTAN,0.033,0.3612851,0.3237868,"(40.862395, -73.918013)",9 AVENUE,WEST 205 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,,,2818359,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/2/2014,1.84,QUEENS,1.372,0.2332662,0.3683833,"(40.734376, -73.873417)",QUEENS BOULEVARD,57 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Fatigued/Drowsy,,,2818641,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/5/2014,2.04,BRONX,0.455,0.3176482,0.3330507,"(40.818758, -73.908749)",EAST 156 STREET,CAULDWELL AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2819429,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/5/2014,1.73,BRONX,0.467,0.3581985,0.3429611,"(40.859309, -73.898839)",GRAND CONCOURSE,EAST 184 STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,Other Vehicular,,,2819463,UNKNOWN,BICYCLE,BUS,,
11/8/2014,1.43,MANHATTAN,0.023,0.2866818,0.2705777,"(40.787792, -73.971222)",COLUMBUS AVENUE,WEST 88 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,2820248,TAXI,VAN,VAN,,
11/8/2014,0.7,BRONX,0.456,0.345534,0.3371118,"(40.846644, -73.904688)",CLAY AVENUE,EAST 175 STREET,,1,0,1,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2820443,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
11/7/2014,1.325,BRONX,0.459,0.3411572,0.3570521,"(40.842267, -73.884748)",EAST TREMONT AVENUE,HONEYWELL AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Fell Asleep,Passenger Distraction,,,2820474,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/11/2014,1.215,MANHATTAN,0.018,0.2703541,0.2474538,"(40.771464, -73.994346)",WEST SIDE HIGHWAY,WEST 57 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2822274,LIVERY VEHICLE,TAXI,TAXI,,
11/10/2014,1.717,MANHATTAN,0.038,0.326141,0.3031077,"(40.827251, -73.938692)",8 AVENUE,WEST 152 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,Other Vehicular,,,2822321,SPORT UTILITY / STATION WAGON,BUS,PASSENGER VEHICLE,,
11/11/2014,1.407,MANHATTAN,0.032,0.3470101,0.3109161,"(40.84812, -73.930884)",WEST 181 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,Fatigued/Drowsy,,,2822327,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/11/2014,2.13,BROOKLYN,1.234,0.080486,0.2947569,"(40.581596, -73.947043)",SHORE BOULEVARD,FALMOUTH STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,2822395,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
11/12/2014,1.015,QUEENS,1.384,0.2006605,0.3411027,"(40.701771, -73.900697)",69 AVENUE,FOREST AVENUE,,0,0,0,0,0,0,0,0,Failure to Keep Right,Driver Inattention/Distraction,Driver Inattention/Distraction,,,2822598,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/12/2014,2.052,BROOKLYN,1.217,0.1402155,0.2588075,"(40.641326, -73.982992)",CHURCH AVENUE,36 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,2823026,UNKNOWN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
11/14/2014,1.425,MANHATTAN,0.064,0.2607473,0.2783745,"(40.761857, -73.963425)",EAST 61 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Prescription Medication,Other Vehicular,,,2823426,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/13/2014,1.808,QUEENS,1.421,0.1652869,0.5032338,"(40.666397, -73.738566)",BROOKVILLE BOULEVARD,NORTH CONDUIT AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,2823731,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
8/17/2013,2,QUEENS,1.363,0.2465947,0.4873338,"(40.747705, -73.754466)",223 PLACE,64 AVENUE,,0,0,0,0,0,0,0,0,Drugs (Illegal),Other Vehicular,Other Vehicular,Other Vehicular,,2823808,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
11/14/2014,1.63,BROOKLYN,1.233,0.1072327,0.3169777,"(40.608343, -73.924822)",KIMBALL STREET,AVENUE U,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2824614,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/14/2014,2.04,BROOKLYN,1.233,0.1247133,0.3141875,"(40.625823, -73.927612)",UTICA AVENUE,AVENUE K,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Prescription Medication,Other Vehicular,,,2824620,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/15/2014,2.214,BROOKLYN,1.235,0.1500469,0.3236642,"(40.651157, -73.918136)",REMSEN AVENUE,AVENUE A,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2824634,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/17/2014,1.25,MANHATTAN,0.027,0.276434,0.284792,"(40.777544, -73.957008)",EAST 83 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2824916,BUS,VAN,PASSENGER VEHICLE,,
11/17/2014,0.83,BRONX,0.467,0.3613342,0.3446578,"(40.862444, -73.897142)",GRAND CONCOURSE,EAST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2824980,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
11/17/2014,1.6,MANHATTAN,0.018,0.2593466,0.258069,"(40.760457, -73.983731)",WEST 49 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,2825437,VAN,BUS,UNKNOWN,,
11/18/2014,0.9,BROOKLYN,1.206,0.1792942,0.3541621,"(40.680404, -73.887638)",ARLINGTON AVENUE,WARWICK STREET,,5,0,0,0,0,0,5,0,Driver Inexperience,Driver Inattention/Distraction,,,,2825706,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/18/2014,1.84,QUEENS,1.69,0.1045101,0.4851474,"(40.60562, -73.756653)",MOTT AVENUE,GRASSMERE TERRACE,,1,0,1,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,2825785,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/17/2014,1.735,QUEENS,1.427,0.2140336,0.4924444,"(40.715144, -73.749356)",JAMAICA AVENUE,211 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,2825831,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/19/2014,1.6,MANHATTAN,0,0.2467846,0.2526344,"(40.747895, -73.989166)",WEST 31 STREET,6 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,Other Vehicular,,,2826066,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
11/19/2014,1.115,MANHATTAN,0.015,0.2427633,0.2701798,"(40.743873, -73.97162)",EAST 35 STREET,FDR DRIVE,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,Lost Consciousness,,,2826071,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,
11/18/2014,1.65,MANHATTAN,0.029,0.3141957,0.2981003,"(40.815306, -73.9437)",WEST 135 STREET,7 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,2826135,TAXI,PASSENGER VEHICLE,PICK-UP TRUCK,,
11/19/2014,2.01,BROOKLYN,1.233,0.0826175,0.3480879,"(40.583728, -73.893712)",FLATBUSH AVENUE,AVIATION ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,2826278,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/18/2014,1.82,STATEN ISLAND,0.311,0.0400419,0.0748439,"(40.541152, -74.166956)",AMBOY ROAD,BAMBERGER LANE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,2826605,VAN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/21/2014,1.33,MANHATTAN,0.015,0.2449681,0.2668641,"(40.746078, -73.974936)",EAST 36 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,2827353,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/20/2014,0.221,BROOKLYN,1.223,0.0769984,0.2491761,"(40.578108, -73.992624)",WEST 25 STREET,NEPTUNE AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,2827524,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
11/21/2014,1.92,MANHATTAN,0.015,0.2465192,0.2650638,"(40.747629, -73.976736)",EAST 37 STREET,3 AVENUE,,3,0,0,0,0,0,3,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,2827926,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,,
11/22/2014,0.42,MANHATTAN,0.018,0.2600376,0.2622854,"(40.761148, -73.979515)",AVENUE OF THE AMERICAS,WEST 52 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,,,2827936,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,VAN,,
11/21/2014,1.73,BROOKLYN,1.215,0.1749849,0.2918865,"(40.676095, -73.949913)",NOSTRAND AVENUE,BERGEN STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,,,2828133,PASSENGER VEHICLE,BICYCLE,UNKNOWN,,
11/21/2014,2.325,QUEENS,1.691,0.0913009,0.4384672,"(40.592411, -73.803333)",AMSTEL BOULEVARD,BEACH 75 STREET,,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,,2828186,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/23/2014,2.12,MANHATTAN,0.024,0.2897617,0.2691092,"(40.790872, -73.972691)",AMSTERDAM AVENUE,WEST 91 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,Fatigued/Drowsy,,,2828464,VAN,TAXI,SPORT UTILITY / STATION WAGON,,
11/22/2014,0.008,BRONX,0.456,0.3506842,0.3390241,"(40.851794, -73.902776)",EAST BURNSIDE AVENUE,ANTHONY AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Fatigued/Drowsy,,,2828531,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
9/9/2013,0.83,QUEENS,1.367,0.2504346,0.3709568,"(40.751545, -73.870843)",37 AVENUE,JUNCTION BOULEVARD,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,283103,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/24/2014,1.007,MANHATTAN,0.024,0.297361,0.2727964,"(40.798471, -73.969004)",WEST 102 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,2855288,UNKNOWN,VAN,PASSENGER VEHICLE,,
11/1/2014,0.421,MANHATTAN,0.032,0.3482112,0.3080691,"(40.849321, -73.933731)",WEST 181 STREET,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Failure to Yield Right-of-Way,,2874920,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
3/23/2013,2,STATEN ISLAND,0.304,0.115167,0.1740513,"(40.616277, -74.067749)",BAY STREET,ST MARYS AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,287587,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/24/2014,1.04,BRONX,0.453,0.3050129,0.3238476,"(40.806123, -73.917952)",SAINT ANNS AVENUE,EAST 137 STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Traffic Control Disregarded,,,2880075,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
6/17/2013,1.609,STATEN ISLAND,0.301,0.1334654,0.0959611,"(40.634575, -74.145839)",MORNINGSTAR ROAD,INNIS STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Driver Inattention/Distraction,Fatigued/Drowsy,,,288561,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
6/19/2013,1.715,STATEN ISLAND,0.313,0.1112671,0.1085652,"(40.612377, -74.133235)",MANN AVENUE,VICTORY BOULEVARD,,3,0,0,0,0,0,3,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,,288762,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
7/27/2013,1.015,STATEN ISLAND,0.309,0.1275977,0.1227917,"(40.628708, -74.119008)",FOREST AVENUE,ELIZABETH STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Backing Unsafely,,,288926,PASSENGER VEHICLE,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,
11/23/2014,1.038,BRONX,0.451,0.3381613,0.3192408,"(40.839271, -73.922559)",WEST 169 STREET,SHAKESPEARE AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Aggressive Driving/Road Rage,Other Vehicular,,,2898166,UNKNOWN,UNKNOWN,SPORT UTILITY / STATION WAGON,,
3/7/2014,2.115,STATEN ISLAND,0.3,0.1338865,0.1653528,"(40.634997, -74.076447)",SWAN STREET,VANDUZER STREET,,0,0,0,0,0,0,0,0,Shoulders Defective/Improper,Fatigued/Drowsy,Fatigued/Drowsy,,,290720,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
1/26/2013,1.53,STATEN ISLAND,0.307,0.0534699,0.0909285,"(40.55458, -74.150871)",DEWEY AVENUE,SAMPSON AVENUE,,0,0,0,0,0,0,0,0,Lost Consciousness,Other Vehicular,Other Vehicular,,,296308,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
3/4/2013,0.845,STATEN ISLAND,0.313,0.093076,0.0740164,"(40.594186, -74.167784)",TRAVIS AVENUE,MULBERRY AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,296882,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/26/2013,1.522,STATEN ISLAND,0.313,0.1058578,0.077366,"(40.606968, -74.164434)",VICTORY BOULEVARD,JONES STREET,,0,0,0,0,0,0,0,0,Illness,Other Vehicular,Other Vehicular,,,297263,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
4/13/2013,0.8,STATEN ISLAND,0.305,0.0780666,0.1269803,"(40.579177, -74.11482)",RICHMOND ROAD,BANCROFT AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,297494,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,
11/1/2014,0.336,BROOKLYN,1.204,0.1894369,0.2832214,"(40.690547, -73.958579)",DE KALB AVENUE,KENT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Keep Right,Driver Inattention/Distraction,,,2977213,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
5/22/2013,1.427,STATEN ISLAND,0.313,0.0885038,0.0902841,"(40.589614, -74.151516)",KELLY BOULEVARD,MONAHAN AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,298116,VAN,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/1/2014,1.63,QUEENS,1.696,0.0549268,0.3183512,"(40.556037, -73.923449)",BREEZY POINT BOULEVARD,BEACH 214 STREET,,0,0,0,0,0,0,0,0,Failure to Keep Right,Unsafe Speed,Failure to Keep Right,,,2992855,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
9/12/2013,2.15,STATEN ISLAND,0.303,0.109151,0.1443118,"(40.610261, -74.097488)",MILFORD DRIVE,CLOVE ROAD,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,Fatigued/Drowsy,,,299408,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/24/2013,2,STATEN ISLAND,0.305,0.0785797,0.141408,"(40.57969, -74.100392)",HUNTER AVENUE,HYLAN BOULEVARD,,2,0,0,0,0,0,2,0,Other Electronic Device,Other Electronic Device,Other Electronic Device,Other Electronic Device,,299847,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
11/23/2014,0.705,QUEENS,1.422,0.2111091,0.4774782,"(40.712219, -73.764322)",195 PLACE,WOODHULL AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Lost Consciousness,Other Vehicular,,,3000272,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
1/15/2014,1.1,STATEN ISLAND,0.313,0.1081799,0.124375,"(40.60929, -74.117425)",SCHMIDTS LANE,TODT HILL ROAD,,0,0,0,0,0,0,0,0,Pavement Slippery,Failure to Yield Right-of-Way,Pavement Slippery,,,300694,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
9/12/2013,1.73,MANHATTAN,0.016,0.2513009,0.2634521,"(40.752411, -73.978348)",EAST 42 STREET,VANDERBILT AVENUE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,30286,UNKNOWN,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,TAXI
3/15/2014,0.711,MANHATTAN,0.127,0.2744963,0.2975216,"(40.775606, -73.944278)",EAST 87 STREET,EAST END AVENUE,,1,0,0,0,0,0,1,0,Failure to Keep Right,Other Vehicular,Other Vehicular,,,304742,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
3/9/2014,1.225,MANHATTAN,0.029,0.3166513,0.2943595,"(40.817761, -73.94744)",WEST 136 STREET,EDGECOMBE AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,,,,304959,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/14/2014,0.8,BRONX,0.455,0.3229565,0.3330905,"(40.824067, -73.908709)",3 AVENUE,EAST 163 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Other Vehicular,,,305095,PASSENGER VEHICLE,OTHER,SPORT UTILITY / STATION WAGON,,
3/11/2014,1.6,BRONX,0.455,0.3352829,0.3259303,"(40.836393, -73.91587)",GRAND CONCOURSE,EAST 169 STREET,,1,0,0,0,0,0,1,0,Outside Car Distraction,Other Electronic Device,,,,305173,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
6/25/2013,1.61,MANHATTAN,0.012,0.2150773,0.2325941,"(40.716187, -74.009206)",HUDSON STREET,READE STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3052,UNKNOWN,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
3/16/2014,1.624,BROOKLYN,1.217,0.1376851,0.2710611,"(40.638795, -73.970739)",CORTELYOU ROAD,EAST 8 STREET,,1,0,0,0,0,0,1,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,,305702,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/15/2014,1.035,BROOKLYN,1.216,0.1845495,0.2561109,"(40.68566, -73.985689)",BOND STREET,DEAN STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,306366,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/12/2014,2.3,QUEENS,1.412,0.1695229,0.4853738,"(40.670633, -73.756426)",SPRINGFIELD BOULEVARD,141 ROAD,,2,0,0,0,0,0,2,0,Turning Improperly,Other Vehicular,Other Vehicular,,,307303,VAN,PICK-UP TRUCK,PASSENGER VEHICLE,,
11/10/2013,0,MANHATTAN,0.032,0.3431362,0.3080858,"(40.844246, -73.933714)",WEST 175 STREET,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,Other Vehicular,,,307733,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/21/2014,1.15,BROOKLYN,1.217,0.139516,0.2555067,"(40.640626, -73.986293)",13 AVENUE,39 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,309411,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
11/14/2013,2.02,MANHATTAN,0.016,0.2510098,0.2641234,"(40.75212, -73.977677)",PARK AVENUE,EAST 42 STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,30962,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/24/2014,1.5,BROOKLYN,1.223,0.0787172,0.2655886,"(40.579827, -73.976211)",NEPTUNE AVENUE,WEST 8 STREET,,1,0,1,0,0,0,0,0,Other Vehicular,Unsafe Speed,Other Vehicular,,,310689,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/25/2014,1.829,MANHATTAN,0.013,0.2260456,0.2362546,"(40.727156, -74.005545)",VARICK STREET,CHARLTON STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Driver Inexperience,Other Vehicular,,3125433,SPORT UTILITY / STATION WAGON,OTHER,PASSENGER VEHICLE,LIVERY VEHICLE,
11/25/2014,0.64,BROOKLYN,1.233,0.1178399,0.3149221,"(40.61895, -73.926878)",AVENUE N,UTICA AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3125692,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,UNKNOWN,,
3/28/2014,1.755,BRONX,0.462,0.373508,0.3370904,"(40.874618, -73.90471)",WEST 229 STREET,BAILEY AVENUE,,4,0,0,0,0,0,4,0,Other Electronic Device,Other Vehicular,Other Vehicular,,,312597,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
11/24/2014,1.84,QUEENS,1.372,0.2356423,0.3641298,"(40.736752, -73.87767)",QUEENS BOULEVARD,GRAND AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,Fatigued/Drowsy,,,3126028,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
