DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2/18/2015,0.945,MANHATTAN,0.016,0.2561755,0.2636847,"(40.757286, -73.978115)",WEST 48 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Fatigued/Drowsy,,,3171273,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,,
2/18/2015,1.445,BROOKLYN,1.214,0.1668352,0.2510749,"(40.667945, -73.990725)",13 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Fatigued/Drowsy,Traffic Control Disregarded,,,3171554,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
2/18/2015,0.12,QUEENS,1.69,0.0953627,0.4935941,"(40.596473, -73.748206)",HEYSON ROAD,BEACH 14 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Other Vehicular,Other Vehicular,,,3171604,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2/19/2015,1.335,STATEN ISLAND,0.311,0.0429085,0.073653,"(40.544019, -74.168147)",WAINWRIGHT AVENUE,SYLVIA STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3172843,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
2/20/2015,1.515,BRONX,0.456,0.3418935,0.3382234,"(40.843004, -73.903577)",WEBSTER AVENUE,EAST 173 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,,,3172953,PICK-UP TRUCK,TAXI,VAN,,
2/21/2015,0.515,QUEENS,1.426,0.229473,0.4872923,"(40.730583, -73.754508)",215 STREET,85 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,,3173297,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
2/21/2015,1.52,MANHATTAN,0.033,0.3665818,0.3205864,"(40.867692, -73.921214)",WEST 207 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Other Electronic Device,Other Electronic Device,Other Electronic Device,,,3173492,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
2/22/2015,0.43,BROOKLYN,1.223,0.0781023,0.2655415,"(40.579212, -73.976258)",WEST 8 STREET,SHEEPSHEAD BAY ROAD,,0,0,0,0,0,0,0,0,Driver Inexperience,Other Vehicular,Other Vehicular,,,3173566,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
2/21/2015,1.635,BROOKLYN,1.229,0.11506,0.287213,"(40.61617, -73.954587)",OCEAN AVENUE,AVENUE N,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3173632,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,AMBULANCE,,
2/23/2015,0.805,BRONX,0.451,0.3451299,0.3236224,"(40.84624, -73.918178)",FEATHERBED LANE,JESUP AVENUE,,0,0,0,0,0,0,0,0,Outside Car Distraction,Other Vehicular,Other Vehicular,,,3174060,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2/22/2015,2.05,BROOKLYN,1.212,0.1675379,0.3134518,"(40.668648, -73.928348)",ROCHESTER AVENUE,EASTERN PARKWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3174250,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2/24/2015,0.807,BRONX,0.465,0.3935524,0.3804402,"(40.894662, -73.86136)",EAST 233 STREET,BRONX BOULEVARD,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3174694,SPORT UTILITY / STATION WAGON,VAN,PASSENGER VEHICLE,,
2/26/2015,0.43,BRONX,0.469,0.3942659,0.3782425,"(40.895376, -73.863557)",WEBSTER AVENUE,EAST 233 STREET,,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inexperience,Driver Inexperience,,,3175909,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2/27/2015,1.25,MANHATTAN,0.033,0.3665818,0.3205864,"(40.867692, -73.921214)",BROADWAY,WEST 207 STREET,,0,0,0,0,0,0,0,0,Illness,Turning Improperly,Driver Inexperience,,,3176452,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,UNKNOWN,,
2/27/2015,1.12,BROOKLYN,1.214,0.1691464,0.2497739,"(40.670256, -73.992026)",11 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3177239,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
3/1/2015,1.145,BROOKLYN,1.237,0.1774056,0.2778998,"(40.678516, -73.9639)",WASHINGTON AVENUE,BERGEN STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3177856,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/1/2015,1.71,BRONX,0.451,0.3428715,0.3188451,"(40.843982, -73.922955)",GRANT HIGHWAY,UNIVERSITY AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Other Vehicular,Other Vehicular,,,3178272,PASSENGER VEHICLE,PASSENGER VEHICLE,LIVERY VEHICLE,,
3/1/2015,1.555,BRONX,0.451,0.3416418,0.3189811,"(40.842752, -73.922819)",GRANT HIGHWAY,PLIMPTON AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Fatigued/Drowsy,Traffic Control Disregarded,,,3178273,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,,
3/2/2015,0.02,BRONX,0.455,0.3297282,0.3252078,"(40.830838, -73.916592)",GRANT AVENUE,EAST 166 STREET,,0,0,0,0,0,0,0,0,Drugs (Illegal),Other Vehicular,Driver Inattention/Distraction,,,3178280,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,UNKNOWN,,
3/2/2015,1.205,BRONX,0.461,0.3525514,0.3740686,"(40.853661, -73.867731)",WHITE PLAINS ROAD,MARAN PLACE,,1,0,0,0,0,0,1,0,Prescription Medication,Prescription Medication,Prescription Medication,,,3178322,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/3/2015,1.545,BRONX,0.451,0.3440675,0.3276402,"(40.845178, -73.91416)",JEROME AVENUE,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3179000,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/4/2015,1.026,BROOKLYN,1.211,0.1607397,0.3389095,"(40.66185, -73.90289)",SACKMAN STREET,RIVERDALE AVENUE,,0,0,0,0,0,0,0,0,Other Electronic Device,Other Electronic Device,Traffic Control Disregarded,,,3179782,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/3/2015,1.81,BROOKLYN,1.212,0.1693192,0.3136195,"(40.670429, -73.92818)",SAINT JOHNS PLACE,ROCHESTER AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,3179808,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
4/10/2014,0.55,MANHATTAN,0.013,0.2398324,0.2343192,"(40.740942, -74.007481)",WEST 13 STREET,WASHINGTON STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Failure to Yield Right-of-Way,,,,317984,TAXI,TAXI,SMALL COM VEH(4 TIRES),,
3/3/2015,2.015,QUEENS,1.357,0.2660396,0.4491167,"(40.76715, -73.792683)",UTOPIA PARKWAY,33 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,Turning Improperly,,,3180031,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/5/2015,1.015,BRONX,0.46,0.3396033,0.4070286,"(40.840713, -73.834771)",MAITLAND AVENUE,MAYFLOWER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3180280,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/5/2015,1.41,QUEENS,1.356,0.2913269,0.4265588,"(40.792437, -73.815241)",10 AVENUE,150 STREET,,1,0,0,0,0,0,1,0,Pavement Slippery,Pavement Slippery,,,,3180747,LARGE COM VEH(6 OR MORE TIRES),LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,
3/5/2015,1.43,QUEENS,1.355,0.2914239,0.400105,"(40.792534, -73.841695)",126 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3180748,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/6/2015,1.1,MANHATTAN,0.064,0.2613784,0.2788261,"(40.762488, -73.962974)",EAST 62 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3180983,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,UNKNOWN,,
3/5/2015,1.4,BRONX,0.46,0.3507615,0.3880322,"(40.851872, -73.853768)",RHINELANDER AVENUE,TOMLINSON AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3181156,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,,
3/6/2015,0.92,BRONX,0.466,0.3791747,0.3591142,"(40.880285, -73.882686)",EAST 210 STREET,DEKALB AVENUE,,1,0,0,0,0,0,1,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3181173,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
3/6/2015,2.155,MANHATTAN,0,0.2479925,0.2497942,"(40.749103, -73.992006)",WEST 31 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,Lost Consciousness,,,3181701,TAXI,BUS,PASSENGER VEHICLE,,
3/6/2015,1.91,MANHATTAN,0.026,0.3092086,0.2981756,"(40.810319, -73.943624)",WEST 129 STREET,LENOX AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3181796,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
4/10/2014,1.045,BROOKLYN,1.229,0.1160498,0.2740593,"(40.61716, -73.967741)",AVENUE M,EAST 7 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,318194,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/6/2015,2,BROOKLYN,1.215,0.1706797,0.2886965,"(40.67179, -73.953103)",SAINT JOHNS PLACE,ROGERS AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Pavement Slippery,,3181986,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
3/8/2015,0.316,BROOKLYN,1.232,0.1753354,0.3141848,"(40.676445, -73.927615)",ROCHESTER AVENUE,PACIFIC STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3182644,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/9/2015,1.002,MANHATTAN,0.064,0.2648013,0.2783984,"(40.765911, -73.963402)",EAST 66 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3182960,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
3/8/2015,1.825,BRONX,0.458,0.3150289,0.3469309,"(40.816139, -73.894869)",BRUCKNER BOULEVARD,LAFAYETTE AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,3183029,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/6/2015,1.831,BRONX,0.451,0.3397651,0.3220147,"(40.840875, -73.919785)",WEST 170 STREET,CROMWELL AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3183050,UNKNOWN,LARGE COM VEH(6 OR MORE TIRES),LIVERY VEHICLE,,
3/8/2015,0.802,MANHATTAN,0.03,0.3297353,0.2945758,"(40.830845, -73.947224)",BROADWAY,WEST 152 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,3183578,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
3/10/2015,1.03,MANHATTAN,0.017,0.2572671,0.2474238,"(40.758377, -73.994376)",DYER AVENUE,WEST 41 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Reaction to Other Uninvolved Vehicle,Backing Unsafely,,,3184154,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/11/2015,0.9,BRONX,0.471,0.3335341,0.3709013,"(40.834644, -73.870899)",NOBLE AVENUE,EAST 174 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3184281,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/11/2015,0.953,BROOKLYN,1.228,0.108237,0.2982544,"(40.609347, -73.943546)",NOSTRAND AVENUE,GERRITSEN AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Turning Improperly,Alcohol Involvement,,,3184359,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/12/2015,1,MANHATTAN,0.016,0.2484059,0.2724812,"(40.749516, -73.969319)",EAST 43 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3184740,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,,
3/12/2015,1.115,BROOKLYN,1.212,0.1702112,0.3137034,"(40.671321, -73.928097)",ROCHESTER AVENUE,STERLING PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,3185037,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
3/11/2015,1.006,MANHATTAN,0.035,0.2603908,0.2439803,"(40.761501, -73.99782)",WEST 43 STREET,11 AVENUE,,1,0,1,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,Turning Improperly,,,3185320,TAXI,SPORT UTILITY / STATION WAGON,VAN,,
3/13/2015,1.013,MANHATTAN,0.016,0.2531405,0.2728227,"(40.754251, -73.968977)",EAST 49 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,Driver Inattention/Distraction,,,3185338,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/13/2015,1.723,MANHATTAN,0.03,0.3206448,0.2945614,"(40.821755, -73.947239)",WEST 141 STREET,HAMILTON TERRACE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Driver Inattention/Distraction,,,3185940,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/15/2015,1.934,MANHATTAN,0.013,0.22587,0.2380369,"(40.72698, -74.003763)",CHARLTON STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Traffic Control Disregarded,Other Vehicular,,,3186364,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/15/2015,0.815,BROOKLYN,1.206,0.1636413,0.3477593,"(40.664751, -73.894041)",PENNSYLVANIA AVENUE,LIVONIA AVENUE,,2,0,0,0,0,0,2,0,Driver Inexperience,Traffic Control Disregarded,Fatigued/Drowsy,,,3186651,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,,
3/14/2015,1.756,QUEENS,1.433,0.1585409,0.4679718,"(40.659651, -73.773828)",ROCKAWAY BOULEVARD,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3186742,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/16/2015,1.23,MANHATTAN,0.021,0.2533948,0.2761038,"(40.754505, -73.965696)",EAST 51 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3186922,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/17/2015,0.815,MANHATTAN,0.01,0.2453825,0.2404755,"(40.746493, -74.001324)",9 AVENUE,WEST 23 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Other Vehicular,Other Vehicular,,,3187369,TAXI,TAXI,SMALL COM VEH(4 TIRES),,
3/17/2015,2.1,MANHATTAN,0.015,0.2478758,0.261845,"(40.748986, -73.979955)",EAST 37 STREET,PARK AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,Traffic Control Disregarded,,3187393,SPORT UTILITY / STATION WAGON,TAXI,TAXI,TAXI,
3/16/2015,2.25,BRONX,0.467,0.3591561,0.3401681,"(40.860266, -73.901632)",EAST 184 STREET,WALTON AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3187497,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/16/2015,1.755,BROOKLYN,1.229,0.1329371,0.2786972,"(40.634047, -73.963103)",FOSTER AVENUE,MARLBOROUGH ROAD,,0,0,0,0,0,0,0,0,Other Lighting Defects,Backing Unsafely,,,,3187596,SPORT UTILITY / STATION WAGON,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,
3/18/2015,1.74,MANHATTAN,0.026,0.3115137,0.2787853,"(40.812624, -73.963015)",WEST 122 STREET,RIVERSIDE DRIVE,,0,0,0,0,0,0,0,0,Lost Consciousness,Other Vehicular,Other Vehicular,,,3188039,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/18/2015,0.835,BROOKLYN,1.206,0.178926,0.3363076,"(40.680036, -73.905492)",EASTERN PARKWAY,BROADWAY,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3188212,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/19/2015,0.13,QUEENS,1.434,0.1930731,0.4363657,"(40.694183, -73.805434)",LIVERPOOL STREET,105 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Other Vehicular,Other Vehicular,,,3188888,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
3/20/2015,0.82,BRONX,0.453,0.3085876,0.3261675,"(40.809698, -73.915632)",ST ANN'S AVENUE,EAST 142 STREET,,3,0,0,0,0,0,3,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,3189165,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
3/21/2015,0.84,MANHATTAN,0.127,0.2808373,0.2961295,"(40.781947, -73.94567)",1 AVENUE,EAST 94 STREET,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Turning Improperly,Other Vehicular,,,3189651,TAXI,TAXI,LARGE COM VEH(6 OR MORE TIRES),,
3/20/2015,2.02,BRONX,0.474,0.3676608,0.4100667,"(40.868771, -73.831733)",BARTOW AVENUE,BAYCHESTER AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3189717,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/20/2015,2.016,BROOKLYN,1.22,0.1959513,0.32248,"(40.697061, -73.91932)",BLEECKER STREET,WILSON AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Physical Disability,Traffic Control Disregarded,,,3189856,PASSENGER VEHICLE,UNKNOWN,OTHER,,
3/22/2015,1.42,MANHATTAN,0.064,0.2597474,0.2807311,"(40.760857, -73.961069)",EAST 61 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,Other Vehicular,,,3190135,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,TAXI,,
3/23/2015,1.336,MANHATTAN,0.021,0.2631044,0.2708419,"(40.764214, -73.970958)",MADISON AVENUE,EAST 60 STREET,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Turning Improperly,Other Vehicular,,,3190625,VAN,TAXI,LIVERY VEHICLE,,
3/23/2015,1.146,BRONX,0.462,0.3829247,0.3438341,"(40.884035, -73.897966)",BAILEY AVENUE,WEST 238 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,3190743,OTHER,PASSENGER VEHICLE,VAN,PASSENGER VEHICLE,
3/23/2015,1.33,BRONX,0.451,0.3349993,0.3194287,"(40.836109, -73.922371)",JEROME AVENUE,EAST 167 STREET,,1,0,0,0,0,0,1,0,Prescription Medication,Other Vehicular,Other Vehicular,,,3191294,VAN,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,
3/23/2015,1.845,BROOKLYN,1.212,0.1689316,0.3052306,"(40.670042, -73.936569)",LINCOLN PLACE,TROY AVENUE,,2,0,0,0,0,0,2,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,3191484,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
3/23/2015,1.54,QUEENS,1.69,0.1084262,0.4880825,"(40.609536, -73.753717)",BEACH CHANNEL DRIVE,HORTON AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3191549,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/24/2015,0.6,QUEENS,1.431,0.2057585,0.4510032,"(40.706869, -73.790797)",JAMAICA AVENUE,169 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3191570,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
3/24/2015,1.115,QUEENS,1.384,0.2089731,0.3773546,"(40.710083, -73.864445)",88 STREET,AUBREY AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,3191588,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
4/10/2014,0.955,MANHATTAN,0.033,0.3619105,0.3242431,"(40.863021, -73.917557)",WEST 206 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,319174,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,PASSENGER VEHICLE,,
3/25/2015,0.83,BROOKLYN,1.209,0.1232744,0.295378,"(40.624384, -73.946422)",NOSTRAND AVENUE,AVENUE K,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Fatigued/Drowsy,Driver Inattention/Distraction,,,3192021,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,BUS,,
3/25/2015,1.045,BROOKLYN,1.206,0.1678154,0.354323,"(40.668925, -73.887477)",BLAKE AVENUE,SCHENCK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Illness,Other Vehicular,,,3192050,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/24/2015,2,QUEENS,1.415,0.18313,0.3957051,"(40.68424, -73.846095)",WOODHAVEN BOULEVARD,101 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3192145,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/25/2015,1.12,QUEENS,1.368,0.2692033,0.3657764,"(40.770313, -73.876024)",94 STREET,DITMARS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,Failure to Yield Right-of-Way,Fatigued/Drowsy,,3192329,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
3/27/2015,0.55,MANHATTAN,0.018,0.2688719,0.247154,"(40.769982, -73.994646)",WEST SIDE HIGHWAY,WEST 55 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3192928,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/27/2015,0.5,BROOKLYN,1.232,0.1719698,0.3305694,"(40.67308, -73.911231)",EASTERN PARKWAY,ROCKAWAY AVENUE,,1,0,0,0,0,0,1,0,Outside Car Distraction,Outside Car Distraction,Fatigued/Drowsy,,,3193127,TAXI,TAXI,SPORT UTILITY / STATION WAGON,,
3/26/2015,1.3,BROOKLYN,1.215,0.1821599,0.2916467,"(40.68327, -73.950153)",NOSTRAND AVENUE,JEFFERSON AVENUE,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,3193149,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN,
3/28/2015,0.204,BRONX,0.456,0.3475831,0.3385208,"(40.848693, -73.903279)",EAST TREMONT AVENUE,ANTHONY AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3193491,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
3/29/2015,0.919,MANHATTAN,0.008,0.2240825,0.2547557,"(40.725193, -73.987044)",1 AVENUE,EAST 4 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3193836,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
