DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/21/2016,8:30,QUEENS,11358,40.7631432,-73.7932264,"(40.763143, -73.793226)",UTOPIA PARKWAY,CROCHERON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3427695,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/21/2016,12:45,QUEENS,11363,40.7706748,-73.7354925,"(40.770675, -73.735492)",NORTHERN BOULEVARD,LITTLE NECK PARKWAY,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3427699,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/22/2016,11:50,QUEENS,11361,40.7717828,-73.7823108,"(40.771783, -73.782311)",32 AVENUE,208 STREET,,0,0,0,0,0,0,0,0,Prescription Medication,Prescription Medication,Prescription Medication,,,3427710,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/22/2016,16:45,QUEENS,11362,40.7536472,-73.7443922,"(40.753647, -73.744392)",CROSS ISLAND PKWY,LONG ISLAND EXPRESSWAY,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,,3427719,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/25/2016,15:30,QUEENS,11360,40.7753181,-73.7751973,"(40.775318, -73.775197)",BELL BOULEVARD,29 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,3427759,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/29/2016,13:00,QUEENS,11374,40.7301174,-73.8623119,"(40.730117, -73.862312)",63 ROAD,QUEENS BOULEVARD,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3427919,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/28/2016,21:18,QUEENS,11374,40.7118451,-73.8597598,"(40.711845, -73.85976)",WOODHAVEN BOULEVARD,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3427945,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/05/2016,9:40,QUEENS,11374,40.7289641,-73.8552282,"(40.728964, -73.855228)",99 STREET,65 ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3427988,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/12/2016,17:30,QUEENS,11375,40.7100797,-73.8484736,"(40.71008, -73.848474)",METROPOLITAN AVENUE,72 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3428052,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/14/2016,17:30,QUEENS,11434,40.6842783,-73.7830147,"(40.684278, -73.783015)",BREWER BOULEVARD,FOCH BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3428170,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/16/2016,14:51,QUEENS,11434,40.6877531,-73.7903844,"(40.687753, -73.790384)",157 STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Drugs (Illegal),Drugs (Illegal),Drugs (Illegal),,,3428191,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/17/2016,19:09,QUEENS,11434,40.6783648,-73.7794791,"(40.678365, -73.779479)",BAISLEY BOULEVARD,BREWER BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3428198,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/21/2016,7:00,QUEENS,11412,40.7001687,-73.7693665,"(40.700169, -73.769366)",HILBURN AVENUE,MAYVILLE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3428251,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/26/2016,16:05,QUEENS,11413,40.6801937,-73.7554395,"(40.680194, -73.755439)",MERRICK BOULEVARD,PINEVILLE LANE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,3428294,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/27/2016,16:15,QUEENS,11413,40.6858016,-73.7543192,"(40.685802, -73.754319)",122 AVENUE,193 STREET,,3,0,0,0,0,0,3,0,Physical Disability,Physical Disability,Physical Disability,,,3428313,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/01/2016,20:30,QUEENS,11436,40.6757469,-73.7915686,"(40.675747, -73.791569)",147 STREET,123 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3428372,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/05/2016,8:20,QUEENS,11412,40.7038359,-73.7574049,"(40.703836, -73.757405)",111 AVENUE,199 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,3428405,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/06/2016,18:50,QUEENS,11412,40.6938526,-73.7664242,"(40.693853, -73.766424)",DUNKIRK STREET,TIOGA DRIVE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,,,3428422,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/09/2016,15:55,QUEENS,11434,40.691029,-73.7807822,"(40.691029, -73.780782)",LINDEN BOULEVARD,169 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3428460,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/09/2016,19:40,QUEENS,11412,40.6892452,-73.7589797,"(40.689245, -73.75898)",191 STREET,119 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,,3428461,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/17/2016,8:42,QUEENS,11412,40.6923814,-73.7624302,"(40.692381, -73.76243)",FARMERS BOULEVARD,DUNKIRK DRIVE,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Following Too Closely,,,3428543,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/19/2016,20:45,QUEENS,11433,40.6889963,-73.7858047,"(40.688996, -73.785805)",BREWER BOULEVARD,LINDEN BOULEVARD,,2,0,0,0,0,0,2,0,Lost Consciousness,Lost Consciousness,Lost Consciousness,,,3428577,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/14/2016,17:20,QUEENS,11105,40.7812557,-73.917965,"(40.781256, -73.917965)",DITMARS BOULEVARD,19 STREET,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,Lost Consciousness,,,3428678,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/17/2016,20:00,QUEENS,11103,40.7649642,-73.9053141,"(40.764964, -73.905314)",25 AVENUE,48 STREET,,2,0,0,0,0,0,2,0,Physical Disability,Physical Disability,Physical Disability,Physical Disability,,3428688,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/18/2016,16:00,QUEENS,11102,40.7686182,-73.9250746,"(40.768618, -73.925075)",30 AVENUE,CRESCENT STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3428710,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/20/2016,22:10,QUEENS,11102,40.7682283,-73.9291364,"(40.768228, -73.929136)",21 STREET,30 DRIVE,,1,0,0,0,0,0,1,0,Fell Asleep,Fell Asleep,Fell Asleep,Fell Asleep,,3428743,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/22/2016,16:30,QUEENS,11101,40.7524334,-73.9265076,"(40.752433, -73.926508)",37 AVENUE,37 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3428766,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/05/2016,19:18,QUEENS,11101,40.7539607,-73.9241562,"(40.753961, -73.924156)",36 AVENUE,38 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,,3428962,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/08/2016,1:15,QUEENS,11105,40.7703195,-73.902476,"(40.77032, -73.902476)",DITMARS BOULEVARD,46 STREET,,1,0,0,0,0,0,1,0,Failure to Keep Right,Failure to Keep Right,Failure to Keep Right,,,3428979,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/14/2016,13:00,QUEENS,11101,40.7533047,-73.912571,"(40.753305, -73.912571)",NORTHERN BOULEVARD,50 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3429056,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/17/2016,5:19,QUEENS,11106,40.7642393,-73.9370031,"(40.764239, -73.937003)",12 STREET,34 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,3429095,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/18/2016,4:40,QUEENS,11370,40.7672019,-73.8878164,"(40.767202, -73.887816)",DITMARS BOULEVARD,GRAND CENTRAL PARKWAY,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3429102,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/14/2016,4:55,QUEENS,11372,40.7537307,-73.8850382,"(40.753731, -73.885038)",82 STREET,34 AVENUE,,2,0,0,0,0,0,2,0,Physical Disability,Physical Disability,Physical Disability,,,3429250,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/02/2016,4:11,QUEENS,11368,40.7552035,-73.8709949,"(40.755204, -73.870995)",97 STREET,34 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,,3429385,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/02/2016,18:00,QUEENS,11370,40.7604363,-73.8938308,"(40.760436, -73.893831)",74 STREET,30 AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,3429388,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/13/2016,12:48,QUEENS,11369,40.7616411,-73.8672283,"(40.761641, -73.867228)",ASTORIA BOULEVARD,102 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3429485,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/16/2016,22:07,QUEENS,11368,40.7523974,-73.8562528,"(40.752397, -73.856253)",111 STREET,39 AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,Physical Disability,Physical Disability,Physical Disability,3429508,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
04/21/2016,16:34,QUEENS,11369,40.7641883,-73.8625736,"(40.764188, -73.862574)",DITMARS BOULEVARD,29 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3429557,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/22/2016,4:50,QUEENS,11372,40.7540243,-73.8822477,"(40.754024, -73.882248)",85 STREET,34 AVENUE,,3,0,0,0,0,0,3,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,3429561,PASSENGER VEHICLE,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE
03/18/2016,9:30,STATEN ISLAND,10314,40.6135258,-74.1168418,"(40.613526, -74.116842)",SLOSSON AVENUE,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,Glare,Glare,Glare,,,3429629,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/24/2016,2:23,STATEN ISLAND,10301,40.6157187,-74.0962319,"(40.615719, -74.096232)",HOWARD AVENUE,CAMPUS ROAD,,1,0,0,0,0,0,1,0,Unsafe Speed,Unsafe Speed,Unsafe Speed,,,3429655,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/24/2016,17:00,STATEN ISLAND,10301,40.6206882,-74.1100138,"(40.620688, -74.110014)",CLOVE ROAD,BEMENT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3429660,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/24/2016,19:36,STATEN ISLAND,10305,40.6085838,-74.0620649,"(40.608584, -74.062065)",BAY STREET,SHORE ACRES ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3429668,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
03/31/2016,6:00,STATEN ISLAND,10310,40.6278216,-74.1212583,"(40.627822, -74.121258)",FOREST AVENUE,CLOVE ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3429713,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/05/2016,13:30,STATEN ISLAND,10305,40.6140876,-74.0661328,"(40.614088, -74.066133)",HYLAN BOULEVARD,BAY STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3429733,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/09/2016,13:20,STATEN ISLAND,10310,40.6339191,-74.1251317,"(40.633919, -74.125132)",CASTLETON AVENUE,BODINE STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,,,3429765,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/18/2016,17:58,STATEN ISLAND,10301,40.6466639,-74.0889325,"(40.646664, -74.088932)",JERSEY STREET,RICHMOND TERRACE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,3429848,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
04/20/2016,23:20,STATEN ISLAND,10301,40.6170402,-74.1011649,"(40.61704, -74.101165)",GRAND AVENUE,GLENWOOD AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,3429865,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
03/16/2016,12:45,STATEN ISLAND,10306,40.5791766,-74.1148197,"(40.579177, -74.11482)",RICHMOND ROAD,BANCROFT AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3430383,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/17/2016,18:50,STATEN ISLAND,10306,40.560394,-74.1200527,"(40.560394, -74.120053)",HYLAN BOULEVARD,GUYON AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,Driver Inexperience,,,3430394,OTHER,PASSENGER VEHICLE,OTHER,,
03/17/2016,7:45,STATEN ISLAND,10306,40.5615864,-74.1339685,"(40.561586, -74.133968)",AMBOY ROAD,EMMET AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3430418,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/20/2016,13:37,STATEN ISLAND,10308,40.5637738,-74.1558518,"(40.563774, -74.155852)",ARTHUR KILL ROAD,GIFFORDS LANE,,0,0,0,0,0,0,0,0,Lost Consciousness,Lost Consciousness,Lost Consciousness,,,3430427,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/21/2016,16:00,STATEN ISLAND,10306,40.5687634,-74.1114832,"(40.568763, -74.111483)",HYLAN BOULEVARD,ROSS AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,3430437,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/26/2016,19:50,STATEN ISLAND,10306,40.560394,-74.1200527,"(40.560394, -74.120053)",HYLAN BOULEVARD,GUYON AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3430491,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/26/2016,19:50,STATEN ISLAND,10306,40.560394,-74.1200527,"(40.560394, -74.120053)",HYLAN BOULEVARD,GUYON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3430492,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/28/2016,15:40,STATEN ISLAND,10314,40.6018594,-74.1177757,"(40.601859, -74.117776)",OCEAN TERRACE,LAGUARDIA AVENUE,,3,0,0,0,0,0,3,0,Outside Car Distraction,Outside Car Distraction,Outside Car Distraction,,,3430510,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/29/2016,21:03,STATEN ISLAND,10308,40.5507753,-74.1551846,"(40.550775, -74.155185)",LAMOKA AVENUE,BROOKFIELD AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3430523,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/30/2016,11:50,STATEN ISLAND,10314,40.5890646,-74.1386214,"(40.589065, -74.138621)",BRIELLE AVENUE,ROCKLAND AVENUE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3430537,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/02/2016,0:40,STATEN ISLAND,10308,40.5533113,-74.1512213,"(40.553311, -74.151221)",GIFFORDS LANE,KATAN AVENUE,,1,0,0,0,0,0,1,0,Physical Disability,Physical Disability,Physical Disability,,,3430557,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/07/2016,16:00,STATEN ISLAND,10305,40.5890362,-74.0898783,"(40.589036, -74.089878)",HYLAN BOULEVARD,DELAWARE AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,3430621,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/09/2016,5:35,STATEN ISLAND,10308,40.5637738,-74.1558518,"(40.563774, -74.155852)",GIFFORDS LANE,ARTHUR KILL ROAD,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3430637,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/13/2016,9:00,STATEN ISLAND,10314,40.6101716,-74.0993573,"(40.610172, -74.099357)",MILFORD DRIVE,NICOLE LOOP,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3430699,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/13/2016,17:00,STATEN ISLAND,10306,40.5731989,-74.1346181,"(40.573199, -74.134618)",RICHMOND ROAD,WILDER AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3430700,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
04/19/2016,18:15,STATEN ISLAND,10305,40.5780512,-74.0791503,"(40.578051, -74.07915)",CAPODANNO BOULEVARD,BUEL AVENUE,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,3430758,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/22/2016,0:35,STATEN ISLAND,10305,40.5792516,-74.0778017,"(40.579252, -74.077802)",CAPODANNO BOULEVARD,SEAVIEW AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,,3430793,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/23/2016,10:00,STATEN ISLAND,10306,40.5717653,-74.0973421,"(40.571765, -74.097342)",GREELEY AVENUE,NUGENT AVE,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3430798,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/22/2016,2:13,STATEN ISLAND,10309,40.5524724,-74.2187776,"(40.552472, -74.218778)",ARTHUR KILL ROAD,ZEBRA PLACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3431012,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/23/2016,4:45,STATEN ISLAND,10312,40.5479849,-74.1974036,"(40.547985, -74.197404)",STACK DRIVE,MYRNA LANE,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Tire Failure/Inadequate,Tire Failure/Inadequate,Tire Failure/Inadequate,,3431019,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
04/26/2016,11:35,MANHATTAN,10037,40.8102094,-73.9394955,"(40.810209, -73.939495)",WEST 131 STREET,5 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,Traffic Control Disregarded,,,3431525,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/18/2016,6:00,BRONX,10466,40.9002088,-73.8416953,"(40.900209, -73.841695)",MONTICELLO AVENUE,NEREID AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,3431815,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
04/24/2015,6:05,QUEENS,11101,40.7462958,-73.9304085,"(40.746296, -73.930408)",34 STREET,43 AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,,,,,3211447,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,,
07/29/2014,18:29,MANHATTAN,10002,40.7181445,-73.9938277,"(40.718145, -73.993828)",CHRYSTIE STREET,GRAND STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,Driver Inattention/Distraction,,,1000136,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,
07/29/2014,5:43,BRONX,10452,40.8408751,-73.9197853,"(40.840875, -73.919785)",CROMWELL AVENUE,WEST 170 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Other Vehicular,Other Vehicular,Other Vehicular,,1000256,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/29/2014,22:10,BRONX,10452,40.8360945,-73.9292593,"(40.836095, -73.929259)",UNIVERSITY AVENUE,WEST 166 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Lost Consciousness,,,1000833,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
07/31/2014,11:00,MANHATTAN,10128,40.7807536,-73.9525754,"(40.780754, -73.952575)",EAST 89 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,1001319,OTHER,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
07/30/2014,9:00,BRONX,10455,40.8156984,-73.9167701,"(40.815698, -73.91677)",EAST 149 STREET,BERGEN AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Turning Improperly,,,,1001355,SMALL COM VEH(4 TIRES),SMALL COM VEH(4 TIRES),MOTORCYCLE,,
08/01/2014,15:35,MANHATTAN,10128,40.7835703,-73.947583,"(40.78357, -73.947583)",2 AVENUE,EAST 95 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Fatigued/Drowsy,,,1001818,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
07/30/2014,18:32,MANHATTAN,10013,40.7204338,-73.9998665,"(40.720434, -73.999866)",GRAND STREET,CROSBY STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Driver Inattention/Distraction,,,1002730,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,,
