DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/29/2016,15:47,BROOKLYN,11213,40.6677706,-73.9451291,"(40.667771, -73.945129)",BROOKLYN AVENUE,PRESIDENT STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3380206,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
01/30/2016,20:15,MANHATTAN,10040,40.8560739,-73.9303984,"(40.856074, -73.930398)",WEST 191 STREET,WADSWORTH AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,Backing Unsafely,,,3380661,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/01/2016,21:05,MANHATTAN,10016,40.7476292,-73.9767362,"(40.747629, -73.976736)",EAST 37 STREET,3 AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,Other Vehicular,,,3381887,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/01/2016,17:20,MANHATTAN,10034,40.8613104,-73.921232,"(40.86131, -73.921232)",10 AVENUE,WEST 202 STREET,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Fatigued/Drowsy,Other Electronic Device,,,3381958,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/01/2016,14:30,BROOKLYN,11206,40.7014232,-73.9430637,"(40.701423, -73.943064)",BROADWAY,THORNTON STREET,,1,0,1,0,0,0,0,0,Other Electronic Device,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3382314,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/03/2016,13:40,QUEENS,11435,40.6894673,-73.7988745,"(40.689467, -73.798874)",LIVERPOOL STREET,GLASSBORO AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,,3383051,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/06/2016,5:00,MANHATTAN,10003,40.7295515,-73.9899011,"(40.729552, -73.989901)",3 AVENUE,SAINT MARKS PLACE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,Traffic Control Disregarded,Driver Inattention/Distraction,,3384442,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,
02/05/2016,14:35,MANHATTAN,10010,40.7394976,-73.9826643,"(40.739498, -73.982664)",EAST 24 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3384444,PASSENGER VEHICLE,UNKNOWN,UNKNOWN,,
02/05/2016,23:50,MANHATTAN,10022,40.7548762,-73.9685222,"(40.754876, -73.968522)",EAST 50 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,Other Vehicular,,,3384470,LIVERY VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/06/2016,19:00,MANHATTAN,10034,40.8636899,-73.9170643,"(40.86369, -73.917064)",WEST 207 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3385024,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/05/2016,10:30,BROOKLYN,11212,40.654358,-73.9191518,"(40.654358, -73.919152)",LINDEN BOULEVARD,EAST 92 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Other Vehicular,,,3385121,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/08/2016,8:06,MANHATTAN,10011,40.737229,-74.0006459,"(40.737229, -74.000646)",7 AVENUE,WEST 12 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inexperience,Driver Inexperience,,,3385470,SPORT UTILITY / STATION WAGON,OTHER,PICK-UP TRUCK,,
02/05/2016,18:15,BROOKLYN,11235,40.583669,-73.9484276,"(40.583669, -73.948428)",EMMONS AVENUE,OCEAN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3385660,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,
02/09/2016,9:54,BROOKLYN,11235,40.5860746,-73.9579377,"(40.586075, -73.957938)",EAST 12 STREET,GILMORE COURT,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3386210,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/10/2016,4:20,MANHATTAN,10017,40.7491572,-73.9726934,"(40.749157, -73.972693)",EAST 41 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,3386607,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
02/10/2016,21:04,BROOKLYN,11225,40.6620603,-73.9427657,"(40.66206, -73.942766)",EAST NEW YORK AVENUE,KINGSTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,,3387380,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
02/11/2016,14:27,BROOKLYN,11206,40.7007255,-73.9419319,"(40.700726, -73.941932)",BROADWAY,FLUSHING AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3387461,OTHER,OTHER,OTHER,,
02/09/2016,15:30,BROOKLYN,11205,40.6977606,-73.9687403,"(40.697761, -73.96874)",FLUSHING AVENUE,WAVERLY AVENUE,,1,0,0,0,1,0,0,0,Outside Car Distraction,Outside Car Distraction,Outside Car Distraction,,,3387473,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,,
02/10/2016,17:20,QUEENS,11369,40.7602524,-73.8603654,"(40.760252, -73.860365)",ASTORIA BOULEVARD,110 STREET,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,3387669,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
02/11/2016,18:30,QUEENS,11418,40.7056666,-73.8184645,"(40.705667, -73.818464)",87 AVENUE,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Outside Car Distraction,Fatigued/Drowsy,Fatigued/Drowsy,,,3388071,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/11/2016,2:30,QUEENS,11368,40.7497199,-73.8641843,"(40.74972, -73.864184)",ROOSEVELT AVENUE,102 STREET,,2,0,0,0,0,0,2,0,Alcohol Involvement,Fatigued/Drowsy,Other Vehicular,,,3388666,SPORT UTILITY / STATION WAGON,TAXI,PASSENGER VEHICLE,,
02/12/2016,8:25,BROOKLYN,11235,40.5881398,-73.931783,"(40.58814, -73.931783)",KNAPP STREET,VOORHIES AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3388925,BUS,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
02/12/2016,6:22,MANHATTAN,10019,40.7622359,-73.9898636,"(40.762236, -73.989864)",WEST 48 STREET,9 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Illness,Other Vehicular,,,3389334,PASSENGER VEHICLE,TAXI,LARGE COM VEH(6 OR MORE TIRES),,
02/16/2016,0:05,BRONX,10465,40.8317477,-73.815797,"(40.831748, -73.815797)",DEAN AVENUE,PHILIP AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3389413,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/16/2016,5:00,BRONX,10453,40.8468783,-73.9206057,"(40.846878, -73.920606)",UNIVERSITY AVENUE,WEST 174 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3389427,SPORT UTILITY / STATION WAGON,TAXI,PASSENGER VEHICLE,,
02/15/2016,17:22,BRONX,10470,40.8952213,-73.8800407,"(40.895221, -73.880041)",EAST 233 STREET,JEROME AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Other Vehicular,Pavement Slippery,Other Vehicular,Other Vehicular,3389449,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
02/17/2016,0:31,BROOKLYN,11216,40.6838926,-73.938222,"(40.683893, -73.938222)",MARCUS GARVEY BOULEVARD,HANCOCK STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Physical Disability,Traffic Control Disregarded,,,3390226,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/19/2016,11:40,MANHATTAN,10002,40.7212488,-73.9922364,"(40.721249, -73.992236)",RIVINGTON STREET,CHRYSTIE STREET,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,Fatigued/Drowsy,,3391060,VAN,LIVERY VEHICLE,LIVERY VEHICLE,PASSENGER VEHICLE,
02/19/2016,4:05,MANHATTAN,10037,40.8146733,-73.9362111,"(40.814673, -73.936211)",5 AVENUE,EAST 138 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Fatigued/Drowsy,,,3391160,OTHER,PASSENGER VEHICLE,UNKNOWN,,
02/20/2016,2:30,BROOKLYN,11236,40.6398482,-73.9105469,"(40.639848, -73.910547)",GLENWOOD ROAD,EAST 86 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3391847,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/21/2016,1:15,MANHATTAN,10014,40.7333917,-74.0042758,"(40.733392, -74.004276)",BLEECKER STREET,CHRISTOPHER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3392127,TAXI,TAXI,SPORT UTILITY / STATION WAGON,,
02/21/2016,2:00,MANHATTAN,10016,40.7483655,-73.9804027,"(40.748366, -73.980403)",EAST 36 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Other Vehicular,,,3392163,VAN,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/20/2016,21:00,BROOKLYN,11221,40.694001,-73.9234996,"(40.694001, -73.9235)",GREENE AVENUE,EVERGREEN AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Speed,Unsafe Speed,,,3392973,OTHER,OTHER,OTHER,,
02/22/2016,16:20,STATEN ISLAND,10306,40.5652551,-74.1300887,"(40.565255, -74.130089)",AMBOY ROAD,GUYON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,,3393178,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
02/22/2016,17:56,MANHATTAN,10012,40.7215756,-73.9977597,"(40.721576, -73.99776)",LAFAYETTE STREET,KENMARE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3393194,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,
02/23/2016,12:22,QUEENS,11694,40.5817605,-73.8502803,"(40.581761, -73.85028)",BEACH 128 STREET,BEACH CHANNEL DRIVE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3393669,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/22/2016,17:20,QUEENS,11103,40.7589746,-73.9189996,"(40.758975, -73.919)",STEINWAY STREET,BROADWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Electronic Device,,,3393838,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,,
02/23/2016,16:11,STATEN ISLAND,10304,40.62387,-74.079219,"(40.62387, -74.079219)",TOMPKINS AVENUE,TOMPKINS STREET,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Prescription Medication,Prescription Medication,,,3393873,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/23/2016,18:30,BROOKLYN,11214,40.6032756,-73.9960567,"(40.603276, -73.996057)",86 STREET,21 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,Fatigued/Drowsy,,,3394199,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/23/2016,11:01,BROOKLYN,11214,40.6061164,-73.9931034,"(40.606116, -73.993103)",21 AVENUE,81 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Following Too Closely,Following Too Closely,Following Too Closely,3394200,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
02/24/2016,13:00,BROOKLYN,11208,40.6588619,-73.8659911,"(40.658862, -73.865991)",FOUNTAIN AVENUE,VANDALIA AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Traffic Control Disregarded,Driver Inexperience,Traffic Control Disregarded,Driver Inexperience,3394282,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,VAN
02/25/2016,0:05,BROOKLYN,11209,40.627188,-74.0265614,"(40.627188, -74.026561)",80 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Obstruction/Debris,Obstruction/Debris,Obstruction/Debris,,,3394815,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
02/24/2016,16:00,BROOKLYN,11207,40.6734442,-73.8942793,"(40.673444, -73.894279)",VERMONT STREET,GLENMORE AVENUE,,0,0,0,0,0,0,0,0,Physical Disability,Physical Disability,Physical Disability,,,3394857,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/24/2016,20:45,STATEN ISLAND,10310,40.6344476,-74.1184925,"(40.634448, -74.118492)",CASTLETON AVENUE,WEST STREET,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Pavement Slippery,Pavement Slippery,Pavement Slippery,,3395131,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
02/27/2016,16:15,MANHATTAN,10022,40.759308,-73.9652931,"(40.759308, -73.965293)",EAST 57 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Other Vehicular,Other Vehicular,,,3395863,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/28/2016,10:15,MANHATTAN,10065,40.7685442,-73.9656926,"(40.768544, -73.965693)",EAST 68 STREET,PARK AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,3395880,SPORT UTILITY / STATION WAGON,TAXI,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
02/27/2016,6:07,MANHATTAN,10033,40.8495422,-73.9363982,"(40.849542, -73.936398)",WEST 180 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Failure to Keep Right,Failure to Keep Right,Failure to Keep Right,,,3395930,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/28/2016,18:35,STATEN ISLAND,10306,40.5732096,-74.1200469,"(40.57321, -74.120047)",ROSS AVENUE,3 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3396380,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/29/2016,17:40,MANHATTAN,10065,40.7639911,-73.958782,"(40.763991, -73.958782)",EAST 66 STREET,1 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3396449,UNKNOWN,SMALL COM VEH(4 TIRES),VAN,,
02/28/2016,19:45,BROOKLYN,11223,40.6044119,-73.974204,"(40.604412, -73.974204)",KINGS HIGHWAY,WEST 1 STREET,,0,0,0,0,0,0,0,0,Other Electronic Device,Other Electronic Device,Other Electronic Device,,,3396597,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/28/2016,20:38,STATEN ISLAND,10308,40.5424295,-74.1459041,"(40.54243, -74.145904)",NELSON AVENUE,HYLAN BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3397008,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
02/29/2016,15:00,BROOKLYN,11214,40.5988011,-73.9886569,"(40.598801, -73.988657)",BAY 37 STREET,86 STREET,,1,0,0,0,0,0,1,0,Backing Unsafely,Backing Unsafely,Backing Unsafely,Backing Unsafely,,3397341,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/02/2016,3:10,MANHATTAN,10001,40.7533873,-73.996304,"(40.753387, -73.996304)",9 AVENUE,WEST 34 STREET,,1,0,0,0,0,0,1,0,Turning Improperly,Pavement Slippery,Pavement Slippery,,,3397873,TAXI,PASSENGER VEHICLE,VAN,,
03/02/2016,9:08,MANHATTAN,10019,40.767242,-73.9862022,"(40.767242, -73.986202)",WEST 56 STREET,9 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3397898,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/02/2016,19:24,MANHATTAN,10019,40.7610362,-73.9870157,"(40.761036, -73.987016)",WEST 48 STREET,8 AVENUE,,1,0,0,0,0,0,1,0,Animals Action,Animals Action,Animals Action,,,3398550,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/02/2016,11:45,BROOKLYN,11214,40.6058883,-73.9897145,"(40.605888, -73.989714)",BAY PARKWAY,79 STREET,,1,0,0,0,0,0,1,0,Physical Disability,Physical Disability,Physical Disability,,,3398736,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/02/2016,18:24,BROOKLYN,11204,40.6108438,-73.9782605,"(40.610844, -73.97826)",AVENUE O,WEST 4 STREET,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3398737,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/04/2016,21:32,BRONX,10452,40.8351,-73.9194562,"(40.8351, -73.919456)",EAST 167 STREET,WALTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Fatigued/Drowsy,,,3399904,VAN,SPORT UTILITY / STATION WAGON,UNKNOWN,,
03/05/2016,9:45,QUEENS,11361,40.7577537,-73.7833817,"(40.757754, -73.783382)",NORTHERN BOULEVARD,FRANCIS LEWIS BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Fatigued/Drowsy,Fatigued/Drowsy,,,3400212,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
03/05/2016,15:40,MANHATTAN,10022,40.7616682,-73.9749156,"(40.761668, -73.974916)",WEST 55 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3400402,PASSENGER VEHICLE,OTHER,OTHER,,
03/06/2016,15:00,MANHATTAN,10128,40.7835703,-73.947583,"(40.78357, -73.947583)",2 AVENUE,EAST 95 STREET,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,Other Vehicular,,,3400416,SMALL COM VEH(4 TIRES),SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
03/05/2016,22:41,BRONX,10461,40.833719,-73.8286346,"(40.833719, -73.828635)",EAST TREMONT AVENUE,MEYERS STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3400503,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/06/2016,4:47,QUEENS,11367,40.7182268,-73.8151403,"(40.718227, -73.81514)",UNION TURNPIKE,147 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,,,3400751,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/05/2016,13:30,BRONX,10451,40.8200253,-73.9266245,"(40.820025, -73.926624)",GRAND CONCOURSE,EAST 151 STREET,,0,0,0,0,0,0,0,0,Other Electronic Device,Other Vehicular,Other Vehicular,,,3400990,UNKNOWN,SPORT UTILITY / STATION WAGON,UNKNOWN,,
03/07/2016,0:20,STATEN ISLAND,10308,40.5519506,-74.1506352,"(40.551951, -74.150635)",GIFFORDS LANE,BALTIMORE STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3401387,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
03/06/2016,17:15,BRONX,10458,40.8605215,-73.8925647,"(40.860522, -73.892565)",WEBSTER AVENUE,EAST 189 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Turning Improperly,,,3401595,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/07/2016,20:26,BROOKLYN,11204,40.617125,-73.9852319,"(40.617125, -73.985232)",20 AVENUE,64 STREET,,4,0,1,0,0,0,3,0,Physical Disability,Physical Disability,Physical Disability,,,3401670,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/09/2016,9:45,BROOKLYN,11223,40.6048025,-73.9667959,"(40.604803, -73.966796)",OCEAN PARKWAY,AVENUE R,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3402353,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
03/08/2016,19:30,BROOKLYN,11228,40.6101563,-74.0120221,"(40.610156, -74.012022)",BENSON AVENUE,BAY 8 STREET,,1,0,0,0,0,0,1,0,Cell Phone (hands-free),Cell Phone (hands-free),Cell Phone (hands-free),,,3402356,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/08/2016,11:55,BROOKLYN,11204,40.622788,-73.9900937,"(40.622788, -73.990094)",61 STREET,17 AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,3402357,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/08/2016,9:50,BROOKLYN,11204,40.6095141,-73.9895663,"(40.609514, -73.989566)",21 AVENUE,BAY RIDGE PARKWAY,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3402358,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/10/2016,13:25,MANHATTAN,10030,40.8159752,-73.9432114,"(40.815975, -73.943211)",7 AVENUE,WEST 136 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,Other Vehicular,,,3402847,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/10/2016,20:00,BRONX,10460,40.84013,-73.8802991,"(40.84013, -73.880299)",EAST TREMONT AVENUE,BOSTON ROAD,,2,0,0,0,0,0,2,0,Lane Marking Improper/Inadequate,Lane Marking Improper/Inadequate,Other Vehicular,Other Vehicular,,3403488,SPORT UTILITY / STATION WAGON,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/11/2016,6:06,BRONX,10460,40.8382406,-73.8766813,"(40.838241, -73.876681)",EAST 177 STREET,BRONX PARK AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Driver Inattention/Distraction,Backing Unsafely,,,3403492,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/10/2016,15:35,BROOKLYN,11208,40.6773362,-73.8676232,"(40.677336, -73.867623)",GLENMORE AVENUE,LINCOLN AVENUE,,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,Backing Unsafely,Driver Inattention/Distraction,,3403624,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
03/13/2016,18:40,MANHATTAN,10022,40.7567642,-73.9671533,"(40.756764, -73.967153)",EAST 53 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,Other Vehicular,,,3404579,SPORT UTILITY / STATION WAGON,TAXI,TAXI,,
03/10/2016,21:45,QUEENS,11370,40.7707127,-73.8909659,"(40.770713, -73.890966)",79 STREET,21 AVENUE,,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,3405012,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
03/13/2016,4:30,MANHATTAN,10034,40.8655357,-73.9272684,"(40.865536, -73.927268)",DYCKMAN STREET,BROADWAY,,0,0,0,0,0,0,0,0,Other Electronic Device,Other Electronic Device,Other Electronic Device,Other Electronic Device,,3405063,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
05/25/2014,22:30,MANHATTAN,10002,40.715667,-73.9790632,"(40.715667, -73.979063)",DELANCEY STREET,LEWIS STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Traffic Control Disregarded,,,341177,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/26/2014,3:00,BROOKLYN,11211,40.7137978,-73.9515914,"(40.713798, -73.951591)",UNION AVENUE,KEAP STREET,,0,0,0,0,0,0,0,0,Other Electronic Device,Fatigued/Drowsy,Fatigued/Drowsy,,,341381,TAXI,TAXI,PICK-UP TRUCK,,
05/25/2014,19:25,QUEENS,11428,40.7166763,-73.7550098,"(40.716676, -73.75501)",93 AVENUE,207 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,341414,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
