Pers K,Pers i,Mot i,Mot K,Zip,Long,Lat,Ped i,Time,Cyc i
0,0,0,0,0.064,0.2722145,0.2649815,0,1.8,0
0,0,0,0,0.464,0.4029299,0.3155955,0,1.21,0
0,1,1,0,0.464,0.4232967,0.3240904,0,2.339,0
0,0,0,0,1.233,0.3283895,0.103349,0,1.1,0
0,0,0,0,1.233,0.306938,0.1233233,0,1.703,0
0,0,0,0,0.027,0.2873163,0.2770287,0,1.215,0
0,0,0,0,1.212,0.3062017,0.1777693,0,0.5,0
0,1,1,0,0.469,0.3617593,0.3941113,0,1.325,0
0,1,1,0,0.028,0.2969532,0.2988753,0,2.013,0
0,0,0,0,0.015,0.2581783,0.2486147,0,0.71,0
0,1,1,0,1.415,0.3957051,0.18313,0,1.6,0
0,0,0,0,0.455,0.331311,0.3296275,0,1.515,0
0,0,0,0,0.466,0.370202,0.3775353,0,1.7,0
0,0,0,0,1.376,0.3475685,0.2388563,0,1.44,0
0,2,2,0,1.232,0.328683,0.1711835,0,2.11,0
0,2,2,0,1.426,0.5067889,0.2372139,0,2.108,0
0,0,0,0,0.452,0.3317261,0.3533607,0,1.6,0
0,1,1,0,0.456,0.3310763,0.3378865,0,0.1,0
0,2,2,0,1.236,0.3088028,0.2082073,0,1,0
0,0,0,0,1.431,0.4373019,0.2061174,0,1.72,0
0,0,0,0,0.064,0.2726697,0.2656072,0,0.804,0
0,2,2,0,1.215,0.2886965,0.1706797,0,2.258,0
0,0,0,0,1.22,0.317672,0.1888951,0,0.015,0
0,1,1,0,1.355,0.4054635,0.2851748,0,1.21,0
0,1,1,0,1.363,0.4883283,0.2412952,0,1.13,0
0,0,0,0,0.46,0.3982631,0.3405569,0,1.95,0
0,2,2,0,1.368,0.3812783,0.2603146,0,1.5,0
0,1,1,0,1.203,0.265576,0.1142486,0,1.013,0
0,2,2,0,0.031,0.3001112,0.3373162,0,0.242,0
0,0,0,0,1.224,0.2881917,0.1653304,0,1.7,0
0,0,0,0,0.032,0.3047289,0.3478288,0,1.858,0
0,0,0,0,0.45,0.315441,0.3172107,0,0.83,0
0,0,0,0,0.473,0.3527224,0.3086667,0,1.334,0
0,0,0,0,0.457,0.3459156,0.3611492,0,1.727,0
0,1,1,0,1.224,0.2961873,0.1615665,0,0.6,0
0,0,0,0,1.371,0.3626967,0.2512642,0,2.232,0
0,0,0,0,0.307,0.0800562,0.0568175,0,1.31,0
0,1,1,0,0.016,0.2709953,0.2506378,0,1.33,0
0,0,0,0,0.466,0.3668609,0.3718492,0,1.143,0
0,0,0,0,0.3,0.1288928,0.1115908,0,1,0
0,0,0,0,0.016,0.2714809,0.2470475,0,1.142,0
0,2,2,0,1.217,0.2691636,0.1497516,0,1.85,0
0,0,0,0,1.232,0.3267642,0.1703917,0,0.925,0
0,0,0,0,1.433,0.4534599,0.1752321,0,1.515,0
0,0,0,0,0.008,0.2588355,0.2215623,0,0.924,0
0,2,2,0,1.353,0.4226995,0.2625873,0,2.35,0
0,0,0,0,0.064,0.2839321,0.2641324,0,1.132,0
0,1,1,0,0.452,0.3410222,0.3549368,0,0.755,0
0,0,0,0,1.692,0.4295304,0.0874649,0,1.815,0
0,3,3,0,0.127,0.2855529,0.2803697,0,1.435,0
0,0,0,0,0.031,0.2940041,0.3333421,0,1.405,0
0,0,0,0,0.304,0.1581934,0.0968021,0,1.02,0
0,1,1,0,1.223,0.2443018,0.0741083,0,1.513,0
0,0,0,0,0.015,0.2659181,0.24367,0,1.5,0
0,0,0,0,0.45,0.3233404,0.3244679,0,1.4,0
0,0,0,0,0.457,0.3459156,0.3611492,0,1.625,0
0,1,0,0,1.205,0.3000412,0.2078332,0,1.615,1
0,0,0,0,0.011,0.2502461,0.225985,0,0.001,0
0,0,0,0,0.02,0.2773264,0.2719901,0,1.53,0
0,0,0,0,1.422,0.4818148,0.2133261,0,2.04,0
0,0,0,0,1.433,0.4497733,0.1791968,0,1.6,0
0,0,0,0,0.031,0.2973759,0.3335711,0,1.6,0
0,0,0,0,0.452,0.3262313,0.3531343,0,1.115,0
0,0,0,0,1.22,0.3048948,0.1911754,0,0.42,0
0,1,1,0,1.411,0.4812916,0.2072695,0,0.215,0
0,1,1,0,0.451,0.3278248,0.3443199,0,2.215,0
0,0,0,0,1.209,0.2987054,0.126078,0,1.5,0
0,3,3,0,1.1,0.2945349,0.2553641,0,0.242,0
0,1,0,0,0.02,0.2848599,0.2696435,0,1.01,1
0,0,0,0,1.361,0.5065288,0.2634627,0,0.25,0
0,1,1,0,0.01,0.233972,0.2464253,0,1.145,0
0,0,0,0,0.021,0.2769982,0.2588731,0,2.02,0
0,0,0,0,0.305,0.1407464,0.0780603,0,0.836,0
0,0,0,0,1.223,0.2551909,0.0737837,0,2.105,0
0,0,0,0,0.033,0.3247579,0.3659174,0,1.72,0
0,0,0,0,0.033,0.3237868,0.3612851,0,0.15,0
0,0,0,0,0.064,0.2793305,0.2660745,0,0.112,0
0,0,0,0,0.064,0.2768104,0.2654989,0,1.53,0
0,2,2,0,0.456,0.3368614,0.3422652,0,1.71,0
0,0,0,0,0.304,0.1724976,0.1025153,0,1.73,0
0,0,0,0,1.222,0.2619135,0.0923952,0,0.43,0
0,1,1,0,1.215,0.2916357,0.1723116,0,0.404,0
0,0,0,0,1.212,0.2997703,0.1700763,0,1.357,0
0,0,0,0,1.215,0.2884358,0.1742755,0,1.4,0
0,0,0,0,0.074,0.2829057,0.2738492,0,0.93,0
0,1,1,0,0.027,0.2862159,0.2783877,0,0.903,0
0,0,0,0,1.234,0.280496,0.07865,0,2.345,0
0,0,0,0,0.021,0.2779279,0.2558975,0,0.006,0
0,0,0,0,1.431,0.4470706,0.2089029,0,2.23,0
0,1,1,0,0.305,0.1123798,0.0646098,0,1.9,0
0,0,0,0,0.027,0.2820275,0.2784304,0,2.105,0
0,0,0,0,0.3,0.1517619,0.1316617,0,0.6,0
0,0,0,0,1.432,0.4489505,0.2033139,0,1.5,0
0,0,0,0,1.378,0.3702537,0.2114872,0,0.545,0
0,0,0,0,0.02,0.2885509,0.2664252,0,1.745,0
0,0,0,0,1.215,0.2919556,0.1757644,0,1.75,0
0,0,0,0,0.467,0.3558491,0.3793975,0,0.05,0
0,2,2,0,0.015,0.2660032,0.2395337,0,1.02,0
0,0,0,0,1.426,0.4877072,0.2235818,0,1.6,0
0,0,0,0,0.304,0.1767242,0.1000942,0,1.704,0
0,0,0,0,0.458,0.3486171,0.3166852,0,1.838,0
0,1,1,0,0.006,0.2342572,0.2143226,0,2.245,0
0,3,3,0,0.008,0.2592454,0.2302411,0,2.055,0
0,3,3,0,0.015,0.2713788,0.2446596,0,1.105,0
0,0,0,0,0.305,0.1145492,0.0764396,0,1.6,0
0,0,0,0,0.033,0.3247357,0.3625799,0,0.03,0
0,0,0,0,1.217,0.2640031,0.1393445,0,0.73,0
0,0,0,0,0.018,0.2537354,0.268682,0,0.83,0
0,0,0,0,0.303,0.1670971,0.1238555,0,1.645,0
0,0,0,0,0.024,0.2737601,0.2961393,0,0.646,0
0,0,0,0,0.026,0.280848,0.317502,0,0.858,0
0,0,0,0,1.212,0.307744,0.1660564,0,1.534,0
0,1,1,0,0.451,0.3244015,0.3438338,0,2.055,0
0,1,1,0,0.305,0.1391515,0.0640769,0,0.6,0
0,0,0,0,0.024,0.2691092,0.2897617,0,0.735,0
0,0,0,0,1.412,0.4896978,0.1632062,0,0.94,0
0,2,2,0,0.456,0.3369535,0.3434783,0,0.205,0
0,0,0,0,0.064,0.2797365,0.2626243,0,2.13,0
0,3,3,0,0.039,0.3099832,0.3571633,0,1.916,0
0,2,2,0,1.203,0.2504602,0.1243268,0,1.33,0
0,0,0,0,0.307,0.0888422,0.065665,0,1.54,0
0,0,0,0,1.234,0.2818581,0.0808481,0,1.44,0
0,0,0,0,0.305,0.1342424,0.079619,0,0.758,0
0,0,0,0,0.064,0.2806505,0.2638783,0,1.1,0
0,1,0,0,0.031,0.3062328,0.3406039,1,0.02,0
0,0,0,0,1.232,0.3170156,0.1759923,0,0.31,0
0,0,0,0,1.215,0.294237,0.1703782,0,1.43,0
0,0,0,0,0.035,0.2553969,0.2546974,0,2.345,0
0,1,0,0,0.064,0.2792849,0.2620041,0,1.935,1
0,0,0,0,0.451,0.3304914,0.3436728,0,2.022,0
0,0,0,0,0.028,0.299864,0.2859544,0,2.347,0
0,2,2,0,0.453,0.3152781,0.3070525,0,1.8,0
0,0,0,0,1.203,0.2564154,0.1262037,0,1.258,0
0,0,0,0,1.232,0.3189767,0.1758812,0,2.355,0
0,0,0,0,0.454,0.3253255,0.3112012,0,0.62,0
0,0,0,0,1.69,0.4743162,0.1091466,0,0.8,0
0,0,0,0,0.024,0.2812762,0.2962577,0,1.045,0
0,0,0,0,1.234,0.2899107,0.084825,0,1.24,0
0,1,1,0,1.232,0.3308619,0.1776732,0,0.13,0
0,0,0,0,1.384,0.3865074,0.2014852,0,0.935,0
0,0,0,0,1.22,0.3003058,0.1846535,0,1.856,0
0,0,0,0,0.018,0.2556942,0.2611804,0,2.051,0
0,0,0,0,0.45,0.3195671,0.3266086,0,0.104,0
0,0,0,0,1.69,0.4878134,0.0940303,0,1.6,0
0,0,0,0,0.456,0.342451,0.3436273,0,0.84,0
0,0,0,0,1.384,0.3478637,0.1975556,0,0.32,0
0,0,0,0,0.127,0.2876218,0.2803195,0,1.33,0
0,0,0,0,0.451,0.313141,0.3386922,0,0.305,0
0,0,0,0,1.219,0.2254616,0.1448872,0,1.135,0
0,4,4,0,1.432,0.451955,0.1918957,0,1.5,0
0,0,0,0,0.304,0.1728029,0.1032868,0,2.05,0
0,0,0,0,0.016,0.2705366,0.2500121,0,1.43,0
0,2,2,0,0.016,0.2751827,0.2521325,0,0.23,0
0,0,0,0,0.039,0.3147186,0.3503233,0,1.445,0
0,1,1,0,0.033,0.3247357,0.3625799,0,2.05,0
0,0,0,0,0.309,0.1298452,0.1321475,0,0.73,0
0,0,0,0,0.015,0.2668641,0.2449681,0,2.245,0
0,0,0,0,0.015,0.2673047,0.2455718,0,2.245,0
0,1,1,0,0.015,0.262744,0.249108,0,0.707,0
0,1,1,0,1.212,0.3062017,0.1777693,0,2.345,0
0,1,1,0,0.001,0.2489032,0.2188625,0,2.32,0
0,0,0,0,1.232,0.324386,0.1829233,0,1.7,0
0,0,0,0,0.032,0.3089498,0.3469289,0,0.434,0
0,0,0,0,0.451,0.3263548,0.3422569,0,1.92,0
0,0,0,0,0.455,0.3269815,0.3348814,0,1.83,0
0,0,0,0,1.232,0.3155592,0.1826603,0,0.635,0
0,0,0,0,0.033,0.3174165,0.3642564,0,1.94,0
0,0,0,0,0.456,0.3364153,0.338659,0,2.115,0
0,0,0,0,0.027,0.279496,0.2778357,0,1.32,0
0,0,0,0,0.024,0.2683392,0.2967774,0,0.555,0
0,0,0,0,0.455,0.3281186,0.3311533,0,1.2,0
0,0,0,0,1.213,0.2391565,0.1061484,0,1.225,0
0,0,0,0,0.451,0.3165361,0.3336645,0,1.73,0
0,0,0,0,0.3,0.1528965,0.1291813,0,1.548,0
0,1,1,0,0.015,0.267756,0.2461866,0,1.456,0
0,0,0,0,0.01,0.2417351,0.231818,0,1.003,0
0,0,0,0,0.021,0.2774763,0.2552718,0,2.355,0
0,0,0,0,1.237,0.2801213,0.1785933,0,0.054,0
0,1,1,0,0.02,0.280557,0.2706276,0,1.148,0
0,2,2,0,1.217,0.2555067,0.139516,0,0.12,0
0,1,1,0,1.225,0.2824235,0.1403605,0,1.511,0
0,0,0,0,1.414,0.4068201,0.2059868,0,0.4,0
0,0,0,0,1.353,0.405776,0.2624781,0,1.15,0
0,0,0,0,0.02,0.276864,0.2713534,0,1.245,0
0,4,4,0,1.422,0.4859122,0.2151894,0,1.6,0
0,0,0,0,0.305,0.1263485,0.0603373,0,1.1,0
0,0,0,0,0.023,0.2686539,0.2891333,0,1.045,0
0,0,0,0,1.228,0.3020736,0.1060228,0,0.805,0
0,3,3,0,1.366,0.421152,0.2227935,0,1.2,0
0,1,1,0,0.468,0.3954318,0.3759235,0,1.323,0
0,0,0,0,1.2,0.2484829,0.2004561,0,2.128,0
0,3,3,0,0.021,0.2774858,0.2594905,0,1.4,0
0,0,0,0,1.212,0.305941,0.1766056,0,2.04,0
0,0,0,0,0.452,0.3196732,0.3493759,0,1,0
0,0,0,0,1.237,0.2832323,0.177939,0,0.609,0
0,0,0,0,0.304,0.1655393,0.0937139,0,1.6,0
0,0,0,0,0.127,0.2885399,0.2815734,0,1.3,0
0,1,1,0,1.22,0.3059212,0.1860504,0,0.1,0
0,0,0,0,1.202,0.3108979,0.1555009,0,1.64,0
0,0,0,0,1.207,0.360764,0.1633925,0,1.542,0
0,2,2,0,1.203,0.2516193,0.118022,0,0.428,0
0,1,1,0,1.233,0.3197132,0.1274188,0,2.03,0
0,0,0,0,0.305,0.1297965,0.0730986,0,1.25,0
0,0,0,0,0.127,0.291918,0.2793268,0,2.1,0
0,0,0,0,0.307,0.0946973,0.0399016,0,1.615,0
0,1,1,0,0.008,0.2602993,0.2315091,0,0.925,0
0,2,2,0,0.015,0.2668641,0.2449681,0,0.905,0
0,0,0,0,1.208,0.2107408,0.1223522,0,0.925,0
0,3,3,0,1.231,0.2338825,0.1498397,0,1.33,0
0,1,1,0,1.248,0.2807674,0.1983747,0,0.63,0
0,0,0,0,1.236,0.3239814,0.1998671,0,1.1,0
0,0,0,0,1.421,0.5132559,0.1691147,0,1.907,0
0,1,1,0,1.36,0.4833182,0.2608842,0,1.52,0
0,0,0,0,0.455,0.3360667,0.3222267,0,0.255,0
0,3,3,0,0.459,0.3590129,0.3401863,0,0.25,0
0,0,0,0,1.203,0.2654411,0.1096758,0,0.4,0
0,0,0,0,1.422,0.4686546,0.2088102,0,0.71,0
0,0,0,0,0.305,0.1132281,0.0652009,0,0.9,0
0,0,0,0,0.304,0.1477764,0.0836355,0,1.4,0
0,0,0,0,0.027,0.2804319,0.2791199,0,1.411,0
0,2,0,0,0.023,0.2647076,0.2916126,2,1.2,0
0,0,0,0,0.305,0.1326891,0.0785004,0,1.405,0
0,0,0,0,0.015,0.2659593,0.2477762,0,1.05,0
0,0,0,0,1.213,0.2389876,0.0990942,0,1.458,0
0,2,2,0,1.213,0.2479904,0.1008398,0,0.059,0
0,1,1,0,1.203,0.2528641,0.1090052,0,1.7,0
0,0,0,0,1.203,0.2610947,0.1122924,0,1.426,0
0,2,2,0,1.432,0.4497676,0.1889023,0,1.515,0
0,0,0,0,0.017,0.2543098,0.2510497,0,1.55,0
0,0,0,0,0.015,0.2664582,0.2401649,0,1.327,0
0,0,0,0,0.305,0.1331665,0.070475,0,1.655,0
0,0,0,0,1.203,0.2478329,0.1110642,0,1.522,0
0,0,0,0,1.212,0.3053945,0.1706635,0,0.64,0
0,1,1,0,1.233,0.3203618,0.1122424,0,1.355,0
0,0,0,0,1.237,0.2804534,0.1793535,0,0.635,0
0,1,1,0,0.064,0.2706156,0.2656598,0,1.21,0
0,2,2,0,1.215,0.285012,0.1702448,0,1.316,0
0,0,0,0,0.002,0.253681,0.2268658,0,1.8,0
0,1,1,0,0.456,0.3382234,0.3418935,0,1.82,0
0,0,0,0,0.307,0.0802954,0.0561151,0,1.345,0
0,0,0,0,0.305,0.135212,0.0585727,0,2.315,0
0,0,0,0,0.02,0.2858002,0.2666926,0,2.015,0
0,0,0,0,1.236,0.3172128,0.2037144,0,1.325,0
0,0,0,0,0.304,0.1466317,0.0886109,0,2.13,0
0,1,1,0,0.02,0.2758668,0.2699896,0,1.955,0
0,0,0,0,1.42,0.3890281,0.1964481,0,0.101,0
0,0,0,0,1.425,0.5214146,0.224364,0,0.71,0
0,1,1,0,0.307,0.0917905,0.0365904,0,1.83,0
0,0,0,0,0.033,0.3137405,0.3650904,0,2.2,0
0,0,0,0,1.213,0.2484366,0.0977793,0,1.9,0
0,2,2,0,0.064,0.2792849,0.2620041,0,1,0
0,0,0,0,1.206,0.3353774,0.1840183,0,0.94,0
0,0,0,0,0.021,0.2756414,0.2527692,0,1.52,0
0,0,0,0,0.127,0.2951719,0.2754937,0,1.1,0
0,1,1,0,1.237,0.2778998,0.1774056,0,1.85,0
0,0,0,0,1.434,0.4338741,0.2006556,0,1.635,0
0,1,1,0,1.206,0.356876,0.1599189,0,0.8,0
0,0,0,0,1.376,0.3459488,0.2391625,0,2,0
0,0,0,0,0.01,0.2392776,0.2386414,0,0.001,0
0,0,0,0,1.213,0.2431431,0.0961573,0,1.309,0
0,0,0,0,1.377,0.342822,0.2237782,0,1.74,0
0,0,0,0,0.305,0.1220148,0.0747047,0,1.4,0
0,0,0,0,0.305,0.1416083,0.0866551,0,1,0
0,0,0,0,1.215,0.2869699,0.1868664,0,1.647,0
0,0,0,0,0.305,0.1303168,0.0676534,0,1.415,0
0,2,2,0,1.374,0.3944559,0.2107495,0,1.53,0
0,0,0,0,1.371,0.356188,0.2505792,0,0.6,0
0,0,0,0,1.371,0.3567618,0.2526207,0,0.51,0
0,2,2,0,0.012,0.2296317,0.2192079,0,2.355,0
0,0,0,0,0.474,0.4192223,0.3598301,0,0.825,0
0,0,0,0,1.233,0.3347023,0.1161376,0,1.84,0
0,0,0,0,1.233,0.3275858,0.1169117,0,1.535,0
0,0,0,0,1.209,0.302445,0.1263478,0,2.35,0
0,0,0,0,0.013,0.2365323,0.2277446,0,1.55,0
0,0,0,0,0.038,0.3054944,0.3243199,0,2.22,0
0,0,0,0,0.452,0.3233913,0.3483304,0,0.742,0
0,0,0,0,0.462,0.3334217,0.3745731,0,0.555,0
0,0,0,0,1.233,0.3150928,0.1257119,0,1.145,0
0,0,0,0,1.202,0.3114788,0.1595463,0,1.73,0
0,0,0,0,0.021,0.2728643,0.2572192,0,0.025,0
0,0,0,0,1.367,0.3851375,0.2520811,0,1.1,0
0,0,0,0,1.376,0.3438913,0.2552952,0,2,0
0,4,4,0,1.206,0.3354246,0.1816907,0,0.106,0
0,1,1,0,0.001,0.2627368,0.214557,0,2.23,0
0,0,0,0,1.21,0.2902086,0.2126878,0,0.3,0
0,0,0,0,1.427,0.4867902,0.2155663,0,1.925,0
0,0,0,0,1.223,0.2655886,0.0787172,0,0.15,0
0,2,2,0,0.026,0.2934748,0.3078631,0,0.505,0
0,0,0,0,0.311,0.0685881,0.0368926,0,1.23,0
0,0,0,0,1.219,0.2239854,0.1403251,0,1.1,0
0,0,0,0,0.064,0.2715186,0.266914,0,0.725,0
0,1,1,0,0.064,0.2763552,0.2648733,0,0.75,0
0,1,1,0,1.234,0.2937274,0.0806759,0,1.948,0
0,2,2,0,1.417,0.4276186,0.1974765,0,0.85,0
0,0,0,0,0.025,0.2874075,0.2995491,0,0.817,0
0,0,0,0,1.363,0.4781906,0.2380639,0,1.4,0
0,0,0,0,0.456,0.3387476,0.3395162,0,0.359,0
0,0,0,0,0.024,0.2775127,0.2961958,0,0.81,0
0,0,0,0,0.453,0.3194137,0.303586,0,1.025,0
0,1,1,0,0.064,0.2759,0.2642476,0,1.426,0
0,0,0,0,0.015,0.2613973,0.2472555,0,1.42,0
0,0,0,0,1.217,0.2686049,0.1315099,0,0.9,0
0,0,0,0,1.416,0.3986188,0.1710408,0,2.3,0
0,1,1,0,1.1,0.2939642,0.2455601,0,1.945,0
0,0,0,0,1.205,0.2946707,0.1990142,0,1.305,0
0,4,4,0,0,0.2511767,0.2498808,0,1.32,0
0,1,1,0,0.021,0.2698931,0.256015,0,2.22,0
0,0,0,0,1.213,0.2552538,0.0825478,0,1.334,0
0,0,0,0,1.248,0.2811906,0.2005457,0,0.7,0
0,0,0,0,0.127,0.2970766,0.2821378,0,1.445,0
0,0,0,0,1.364,0.4434789,0.2354181,0,0.106,0
0,2,2,0,0.018,0.2598103,0.26435,0,1.845,0
0,1,1,0,1.21,0.2780556,0.2053692,0,2.13,0
0,0,0,0,0.463,0.4235664,0.3580283,0,1.605,0
0,1,1,0,0.064,0.2801917,0.2632554,0,1.7,0
0,2,2,0,0.034,0.3045179,0.2965686,0,2.115,0
0,2,2,0,0.018,0.2575178,0.2636807,0,0.418,0
0,0,0,0,0.016,0.2632333,0.2555443,0,1.93,0
0,0,0,0,0.016,0.2636847,0.2561755,0,2.1,0
0,2,2,0,0.018,0.2474538,0.2703541,0,1.536,0
0,0,0,0,0.018,0.2631991,0.2612863,0,0.915,0
0,3,3,0,0.018,0.262724,0.2657658,0,1.242,0
0,1,1,0,0.018,0.2450382,0.2656689,0,0.815,0
0,0,0,0,0.035,0.2501167,0.2586201,0,1.022,0
0,0,0,0,0.018,0.2537354,0.268682,0,1.4,0
0,0,0,0,0.021,0.2698931,0.256015,0,2.11,0
0,0,0,0,0.02,0.2830846,0.2712224,0,1.13,0
0,0,0,0,0.021,0.2802795,0.259119,0,1.43,0
0,0,0,0,0.064,0.2825592,0.2622555,0,0.91,0
0,0,0,0,0.027,0.291463,0.2744524,0,1.738,0
0,0,0,0,0.027,0.2886326,0.2748131,0,2.235,0
0,0,0,0,0.074,0.2908673,0.2695999,0,1.55,0
0,0,0,0,0.027,0.2843295,0.2758001,0,0.63,0
0,3,3,0,0.127,0.2960864,0.2767504,0,1.3,0
0,0,0,0,0.021,0.2774858,0.2594905,0,1.95,0
0,0,0,0,0.02,0.2839348,0.268373,0,1.83,0
0,0,0,0,0.064,0.2783984,0.2648013,0,0.83,0
0,0,0,0,0.021,0.2774858,0.2594905,0,1.32,0
0,0,0,0,0.064,0.2751934,0.2661801,0,1.645,0
0,0,0,0,0.027,0.2941779,0.2741355,0,0.74,0
0,0,0,0,0.02,0.2800909,0.2699965,0,0.02,0
0,0,0,0,0.074,0.2812886,0.2745304,0,1.605,0
0,0,0,0,0.02,0.2826184,0.2705858,0,1.745,0
0,1,1,0,0.127,0.2919753,0.2834055,0,0.43,0
0,0,0,0,0.027,0.2822534,0.2758476,0,1.31,0
0,0,0,0,0.064,0.2777244,0.2667502,0,2.13,0
0,1,1,0,0.064,0.2765885,0.2623206,0,1.215,0
0,0,0,0,0.027,0.2900566,0.276764,0,1.925,0
0,0,0,0,0.064,0.2792849,0.2620041,0,1.33,0
0,1,0,0,0.02,0.2781832,0.2673759,1,1.65,0
0,2,2,0,0.064,0.2848148,0.2613077,0,1,0
0,1,1,0,0.064,0.2754412,0.2636219,0,1.02,0
0,2,2,0,0.02,0.2798613,0.2725794,0,1.44,0
0,0,0,0,0.127,0.291918,0.2793268,0,1.315,0
0,0,0,0,0.027,0.2873163,0.2770287,0,1.645,0
0,1,1,0,0.027,0.2827087,0.2764814,0,1.745,0
0,0,0,0,0.064,0.2807311,0.2597474,0,1.915,0
0,0,0,0,0.127,0.2867075,0.2790627,0,1.225,0
0,0,0,0,0.027,0.28249,0.2790643,0,1.2,0
0,0,0,0,0.064,0.2783984,0.2648013,0,1.63,0
0,2,2,0,0.027,0.28249,0.2790643,0,0.412,0
0,0,0,0,0.027,0.2895615,0.2760836,0,1.02,0
0,0,0,0,0.02,0.2824823,0.2663836,0,0.72,0
0,0,0,0,0.02,0.2862988,0.2673758,0,2.245,0
0,0,0,0,0.021,0.2802795,0.259119,0,1.02,0
0,0,0,0,0.127,0.2850903,0.2797441,0,1.226,0
0,0,0,0,0.02,0.2829376,0.2670093,0,0.446,0
0,0,0,0,0.064,0.2792849,0.2620041,0,1.8,0
0,0,0,0,0.127,0.2867075,0.2790627,0,0.452,0
0,0,0,0,0.064,0.2783745,0.2607473,0,0.6,0
0,0,0,0,0.064,0.2812008,0.2603758,0,2.214,0
0,0,0,0,0.021,0.2740721,0.2617422,0,0.645,0
0,0,0,0,0.02,0.2848599,0.2696435,0,1.635,0
0,0,0,0,0.127,0.2933787,0.2770728,0,0.942,0
0,0,0,0,0.064,0.2815682,0.2651296,0,0.65,0
0,0,0,0,0.02,0.2890135,0.2670591,0,0.947,0
0,0,0,0,0.02,0.2867614,0.2680097,0,0.419,0
0,0,0,0,0.127,0.2843946,0.2816793,0,1.12,0
0,0,0,0,0.064,0.283018,0.2628811,0,1.33,0
0,0,0,0,0.127,0.2951719,0.2754937,0,1.45,0
0,0,0,0,0.127,0.2947303,0.283127,0,2,0
0,2,2,0,0.127,0.2938341,0.2776956,0,1.004,0
0,2,2,0,0.02,0.2802518,0.2673203,0,1.44,0
0,0,0,0,0.064,0.2719738,0.2675369,0,1.95,0
0,0,0,0,0.02,0.2763654,0.2706729,0,1.3,0
0,1,0,0,0.074,0.2881526,0.269914,1,1.53,0
0,0,0,0,0.02,0.2875536,0.265056,0,0.815,0
0,1,0,0,0.064,0.282104,0.2616299,0,1.7,1
0,0,0,0,0.127,0.2933787,0.2770728,0,1.614,0
0,0,0,0,0.027,0.28249,0.2790643,0,1.245,0
0,2,2,0,0.027,0.2946767,0.2748187,0,2.241,0
0,0,0,0,0.021,0.2779157,0.2601244,0,0.851,0
0,0,0,0,0.021,0.2752158,0.2604408,0,1.83,0
0,0,0,0,0.027,0.291463,0.2744524,0,1.5,0
0,0,0,0,0.127,0.2864636,0.2816264,0,1.4,0
0,0,0,0,0.127,0.2876218,0.2803195,0,1.42,0
0,0,0,0,0.027,0.2924281,0.2757667,0,1.515,0
0,0,0,0,0.02,0.2757238,0.272663,0,1.645,0
0,2,2,0,0.032,0.3094637,0.3476257,0,0.84,0
0,1,1,0,0.064,0.2825592,0.2622555,0,1.83,0
0,1,1,0,0.064,0.2843595,0.2606794,0,0.936,0
0,0,0,0,0.127,0.2956704,0.2802062,0,1.642,0
0,0,0,0,0.027,0.2895615,0.2760836,0,1.405,0
0,1,1,0,0.02,0.2774803,0.2693139,0,0.94,0
0,0,0,0,0.02,0.2848599,0.2696435,0,1.73,0
0,1,1,0,0.064,0.2825592,0.2622555,0,1.73,0
0,0,0,0,0.02,0.2779752,0.2699945,0,0.923,0
0,0,0,0,0.127,0.2867075,0.2790627,0,0.843,0
0,0,0,0,0.064,0.2710707,0.2662828,0,1.43,0
0,0,0,0,0.064,0.2815682,0.2651296,0,2.255,0
0,0,0,0,0.022,0.2564311,0.2799681,0,1.1,0
0,0,0,0,0.022,0.2607355,0.2806399,0,1.121,0
0,0,0,0,0.022,0.259644,0.2768633,0,1.145,0
0,0,0,0,0.022,0.2639698,0.2776201,0,1.1,0
0,0,0,0,0.023,0.2686663,0.284061,0,1.32,0
0,1,0,0,0.028,0.2869844,0.2880955,0,1.245,1
0,0,0,0,0.028,0.2906674,0.2873694,0,0.2,0
0,2,2,0,0.028,0.3017333,0.2885143,0,1.31,0
0,0,0,0,0.028,0.3058881,0.2942018,0,1.54,0
0,0,0,0,0.028,0.2961651,0.2891428,0,1.93,0
0,0,0,0,0.024,0.2719278,0.2936256,0,0.1,0
0,0,0,0,0.023,0.2686539,0.2891333,0,1.939,0
0,0,0,0,0.024,0.2779384,0.3018608,0,1.652,0
0,0,0,0,0.024,0.2698749,0.2985941,0,0.745,0
0,0,0,0,0.034,0.3034286,0.3019625,0,1.3,0
0,3,3,0,0.026,0.2835053,0.3145807,0,2.35,0
0,1,1,0,0.024,0.2819745,0.3043242,0,0.339,0
0,0,0,0,0.026,0.2965602,0.3040273,0,2.3,0
0,0,0,0,0.03,0.2899495,0.3233997,0,0.82,0
0,0,0,0,0.038,0.3008285,0.3230214,0,1.644,0
0,1,1,0,0.036,0.3032611,0.3161721,0,1.915,0
0,2,2,0,0.031,0.3011605,0.3387567,0,1.445,0
0,0,0,0,0.031,0.2935086,0.3327522,0,0.115,0
0,0,0,0,0.039,0.3141738,0.3579018,0,1.93,0
0,0,0,0,0.001,0.2484414,0.2179595,0,0.61,0
0,0,0,0,0.039,0.3117744,0.362314,0,0.01,0
0,1,1,0,0.032,0.3067157,0.3503254,0,1.04,0
0,0,0,0,0.033,0.3233306,0.3606623,0,1.53,0
0,1,1,0,0.032,0.3104058,0.3463187,0,1.95,0
