Pers K,Pers i,Mot i,Mot K,Zip,Long,Lat,Ped i,Time,Cyc i
0,0,0,0,1.372,0.3714306,0.2323873,0,1.84,0
0,1,1,0,0.452,0.3358001,0.3483429,0,1.435,0
0,0,0,0,0.064,0.2806505,0.2638783,0,1.725,0
0,1,1,0,0.455,0.3372948,0.3295157,0,1.349,0
0,0,0,0,1.215,0.2915485,0.1714196,0,0.838,0
0,0,0,0,0.467,0.3413479,0.3624652,0,1.33,0
0,0,0,0,1.69,0.4887522,0.096677,0,0.623,0
0,0,0,0,0.451,0.3183109,0.3308638,0,1.1,0
0,0,0,0,0.01,0.2422438,0.2325014,0,0.03,0
0,0,0,0,0.021,0.2774858,0.2594905,0,1.12,0
0,0,0,0,0.462,0.3371237,0.3715098,0,2.044,0
0,0,0,0,1.357,0.4387278,0.2590175,0,1.31,0
0,0,0,0,0.304,0.1534352,0.0896429,0,1.83,0
0,2,2,0,0.021,0.2737745,0.2584678,0,0.424,0
0,0,0,0,0.01,0.2378304,0.2417539,0,0.33,0
0,0,0,0,0.033,0.3196589,0.3680371,0,0.317,0
0,0,0,0,0.46,0.4088931,0.3379977,0,2,0
0,0,0,0,1.234,0.287361,0.078491,0,0.21,0
0,0,0,0,0.127,0.291918,0.2793268,0,0.9,0
0,0,0,0,0.033,0.323234,0.3703677,0,1.708,0
0,0,0,0,0.457,0.3529152,0.3592708,0,1.652,0
0,0,0,0,0.467,0.3437618,0.361722,0,1.945,0
0,0,0,0,1.233,0.3129327,0.1269978,0,2.13,0
0,0,0,0,1.374,0.4007667,0.2251867,0,2,0
0,0,0,0,0.033,0.311947,0.3648555,0,0.82,0
0,0,0,0,0.023,0.2710366,0.2873102,0,0.91,0
0,0,0,0,1.233,0.3189935,0.1250204,0,1.45,0
0,0,0,0,1.233,0.3151717,0.1155012,0,0.33,0
0,0,0,0,1.209,0.3033781,0.1264049,0,0.61,0
0,0,0,0,1.233,0.301728,0.1142272,0,1.61,0
0,0,0,0,1.359,0.4593549,0.2748561,0,0.43,0
0,1,1,0,0.451,0.321495,0.334287,0,2.021,0
0,0,0,0,1.215,0.2921226,0.1773453,0,0.615,0
0,4,4,0,1.434,0.4373591,0.2010231,0,2.015,0
0,0,0,0,1.354,0.4198809,0.2520628,0,2.045,0
0,0,0,0,1.222,0.2595221,0.0902711,0,1.225,0
0,0,0,0,1.222,0.2595221,0.0902711,0,1.225,0
0,1,1,0,1.207,0.3699779,0.1655977,0,0.94,0
0,0,0,0,0.46,0.4118779,0.3336457,0,1.015,0
0,2,2,0,0.017,0.2549346,0.253207,0,1.745,0
0,1,0,0,0.064,0.2777244,0.2667502,1,1.54,0
0,0,0,0,1.208,0.2134501,0.1216887,0,1.225,0
0,2,2,0,0.454,0.3322031,0.3106663,0,2.22,0
0,2,2,0,0.456,0.3417868,0.3514119,0,0.82,0
0,0,0,0,1.212,0.2971728,0.1720099,0,1.735,0
0,0,0,0,1.216,0.2624356,0.1855723,0,0.743,0
0,0,0,0,0.024,0.2771161,0.2905528,0,0.84,0
0,0,0,0,1.1,0.2910891,0.2424269,0,2.1,0
0,0,0,0,1.435,0.4496166,0.1659315,0,1.315,0
0,2,2,0,0,0.2423739,0.2511081,0,1.63,0
0,0,0,0,0.035,0.2487304,0.2567181,0,0.45,0
0,2,2,0,0.305,0.1316595,0.0631998,0,1.4,0
0,0,0,0,1.41,0.5006569,0.2006977,0,1.645,0
0,0,0,0,0.074,0.2937264,0.269283,0,1.5,0
0,0,0,0,0.464,0.4135252,0.3320156,0,1.947,0
0,2,2,0,0.456,0.3409147,0.3483002,0,0.815,0
0,0,0,0,0.467,0.342374,0.3667707,0,1.133,0
0,0,0,0,0.018,0.2585858,0.2615973,0,0.625,0
0,0,0,0,0.027,0.29279,0.2722313,0,1.51,0
0,0,0,0,0.468,0.3896439,0.3733236,0,1.753,0
0,0,0,0,0.451,0.3156567,0.3325178,0,1.139,0
0,0,0,0,0.452,0.3243923,0.3510359,0,0.855,0
0,0,0,0,0.466,0.3814733,0.3808487,0,0.8,0
0,0,0,0,0.457,0.360057,0.368442,0,0.255,0
0,0,0,0,1.223,0.2646921,0.0786021,0,0.814,0
0,0,0,0,1.2,0.2608714,0.1877931,0,0.528,0
0,0,0,0,0.039,0.3144031,0.3560435,0,1.605,0
0,0,0,0,0.468,0.4036549,0.3655949,0,1.25,0
0,0,0,0,0.462,0.3373808,0.3692507,0,0.955,0
0,0,0,0,1.205,0.2954353,0.1945947,0,0.8,0
0,0,0,0,1.215,0.2846697,0.1873531,0,0.315,0
0,0,0,0,1.376,0.3241872,0.2379861,0,0.8,0
0,0,0,0,0.451,0.313141,0.3386922,0,0.835,0
0,0,0,0,0.451,0.313141,0.3386922,0,1.021,0
0,1,1,0,0.451,0.3147934,0.3328065,0,1.355,0
0,0,0,0,1.231,0.2443728,0.1425964,0,1.31,0
0,0,0,0,0.064,0.2759,0.2642476,0,1.725,0
0,0,0,0,1.212,0.3140389,0.1737764,0,2.233,0
0,2,2,0,1.212,0.3163879,0.1691692,0,0.332,0
0,1,1,0,0.006,0.2289325,0.2160651,0,1.815,0
0,1,1,0,0.021,0.272667,0.2598185,0,1.856,0
0,0,0,0,0.46,0.4110742,0.3543777,0,0.7,0
0,0,0,0,1.212,0.3001924,0.1745336,0,1,0
0,1,1,0,1.432,0.4600944,0.2030764,0,1.22,0
0,0,0,0,0.03,0.288615,0.3164891,0,0.52,0
0,1,1,0,1.215,0.2888636,0.172461,0,1.64,0
0,0,0,0,0.012,0.2432105,0.2159889,0,0.31,0
0,0,0,0,1.232,0.3180106,0.1759368,0,2.325,0
0,3,3,0,1.421,0.5132559,0.1691147,0,1.945,0
0,3,3,0,1.373,0.3725061,0.2233256,0,1.95,0
0,0,0,0,0.308,0.0236193,0.0493131,0,1.4,0
0,1,1,0,1.229,0.2737986,0.128223,0,1.353,0
0,0,0,0,1.692,0.4277092,0.0889967,0,2.1,0
0,0,0,0,1.69,0.4793656,0.1060978,0,2.022,0
0,0,0,0,1.691,0.4531683,0.0877724,0,0.454,0
0,0,0,0,0.032,0.3080956,0.3530583,0,0.22,0
0,1,1,0,0.021,0.2748039,0.2597959,0,0.84,0
0,1,1,0,1.233,0.3231976,0.1309572,0,1.83,0
0,2,2,0,1.2,0.2560613,0.1885212,0,0.95,0
0,6,6,0,0.035,0.2441285,0.2644201,0,0.315,0
0,0,0,0,0.027,0.2970262,0.2780345,0,1.4,0
0,0,0,0,0.127,0.2873817,0.2828831,0,1.1,0
0,0,0,0,1.354,0.4161209,0.2427556,0,1.95,0
0,0,0,0,0.451,0.3241173,0.3391159,0,2.001,0
0,0,0,0,0.474,0.4159138,0.3692852,0,0.646,0
0,0,0,0,1.69,0.4850423,0.0964242,0,0.22,0
0,1,1,0,0.457,0.3440904,0.3590868,0,1.7,0
0,0,0,0,1.212,0.3161948,0.1673962,0,0.925,0
0,0,0,0,0.454,0.3250299,0.3145884,0,1.921,0
0,0,0,0,1.366,0.4173245,0.2146941,0,0.92,0
0,0,0,0,1.357,0.4353688,0.2620836,0,1.7,0
0,1,0,0,0.035,0.2600068,0.2569118,0,1.725,1
0,0,0,0,0.467,0.3477264,0.3744785,0,1.222,0
0,0,0,0,0.027,0.2923238,0.2715975,0,0.8,0
0,0,0,0,1.371,0.3521157,0.2521339,0,1.4,0
0,0,0,0,0.013,0.2351785,0.2353228,0,1.253,0
0,0,0,0,0.032,0.3099497,0.3456932,0,0.948,0
0,0,0,0,0.01,0.2415257,0.2417293,0,2.145,0
0,0,0,0,0,0.2446731,0.2535124,0,1.827,0
0,0,0,0,0.026,0.2835053,0.3145807,0,1.428,0
0,0,0,0,0.462,0.3371237,0.3715098,0,1.9,0
0,0,0,0,1.69,0.4928693,0.1084955,0,1.33,0
0,0,0,0,0.451,0.3175397,0.3295715,0,1.63,0
0,1,1,0,1.237,0.2770225,0.1819292,0,1.8,0
0,0,0,0,0.035,0.2406485,0.260915,0,1.9,0
0,0,0,0,0.021,0.2746467,0.2556542,0,1.445,0
0,0,0,0,0.022,0.2578272,0.2743192,0,2.32,0
0,0,0,0,0.3,0.1479379,0.1173171,0,1.3,0
0,0,0,0,0.021,0.2721757,0.2591407,0,1.455,0
0,1,1,0,0.016,0.2728227,0.2531405,0,1.63,0
0,2,2,0,0.45,0.3238619,0.3254062,0,0.415,0
0,1,1,0,0.303,0.1310171,0.0902822,0,0.93,0
0,0,0,0,1.213,0.241764,0.0971811,0,1.63,0
0,0,0,0,0.021,0.265057,0.2580554,0,1.13,0
0,0,0,0,0.016,0.2636847,0.2561755,0,0.945,0
0,0,0,0,1.214,0.2510749,0.1668352,0,1.445,0
0,0,0,0,1.69,0.4935941,0.0953627,0,0.12,0
0,0,0,0,0.311,0.073653,0.0429085,0,1.335,0
0,0,0,0,0.456,0.3382234,0.3418935,0,1.515,0
0,0,0,0,1.426,0.4872923,0.229473,0,0.515,0
0,0,0,0,0.033,0.3205864,0.3665818,0,1.52,0
0,0,0,0,1.223,0.2655415,0.0781023,0,0.43,0
0,0,0,0,1.229,0.287213,0.11506,0,1.635,0
0,0,0,0,0.451,0.3236224,0.3451299,0,0.805,0
0,0,0,0,1.212,0.3134518,0.1675379,0,2.05,0
0,0,0,0,0.465,0.3804402,0.3935524,0,0.807,0
0,1,1,0,0.469,0.3782425,0.3942659,0,0.43,0
0,0,0,0,0.033,0.3205864,0.3665818,0,1.25,0
0,0,0,0,1.214,0.2497739,0.1691464,0,1.12,0
0,0,0,0,1.237,0.2778998,0.1774056,0,1.145,0
0,0,0,0,0.451,0.3188451,0.3428715,0,1.71,0
0,0,0,0,0.451,0.3189811,0.3416418,0,1.555,0
0,0,0,0,0.455,0.3252078,0.3297282,0,0.02,0
0,1,1,0,0.461,0.3740686,0.3525514,0,1.205,0
0,0,0,0,0.451,0.3276402,0.3440675,0,1.545,0
0,0,0,0,1.211,0.3389095,0.1607397,0,1.026,0
0,0,0,0,1.212,0.3136195,0.1693192,0,1.81,0
0,0,0,0,0.013,0.2343192,0.2398324,0,0.55,0
0,0,0,0,1.357,0.4491167,0.2660396,0,2.015,0
0,0,0,0,0.46,0.4070286,0.3396033,0,1.015,0
0,1,1,0,1.356,0.4265588,0.2913269,0,1.41,0
0,0,0,0,1.355,0.400105,0.2914239,0,1.43,0
0,0,0,0,0.064,0.2788261,0.2613784,0,1.1,0
0,0,0,0,0.46,0.3880322,0.3507615,0,1.4,0
0,1,1,0,0.466,0.3591142,0.3791747,0,0.92,0
0,0,0,0,0,0.2497942,0.2479925,0,2.155,0
0,0,0,0,0.026,0.2981756,0.3092086,0,1.91,0
0,0,0,0,1.229,0.2740593,0.1160498,0,1.045,0
0,0,0,0,1.215,0.2886965,0.1706797,0,2,0
0,0,0,0,1.232,0.3141848,0.1753354,0,0.316,0
0,0,0,0,0.064,0.2783984,0.2648013,0,1.002,0
0,1,1,0,0.458,0.3469309,0.3150289,0,1.825,0
0,0,0,0,0.451,0.3220147,0.3397651,0,1.831,0
0,0,0,0,0.03,0.2945758,0.3297353,0,0.802,0
0,0,0,0,0.017,0.2474238,0.2572671,0,1.03,0
0,0,0,0,0.471,0.3709013,0.3335341,0,0.9,0
0,0,0,0,1.228,0.2982544,0.108237,0,0.953,0
0,0,0,0,0.016,0.2724812,0.2484059,0,1,0
0,0,0,0,1.212,0.3137034,0.1702112,0,1.115,0
0,1,0,0,0.035,0.2439803,0.2603908,1,1.006,0
0,0,0,0,0.016,0.2728227,0.2531405,0,1.013,0
0,0,0,0,0.03,0.2945614,0.3206448,0,1.723,0
0,0,0,0,0.013,0.2380369,0.22587,0,1.934,0
0,2,2,0,1.206,0.3477593,0.1636413,0,0.815,0
0,0,0,0,1.433,0.4679718,0.1585409,0,1.756,0
0,0,0,0,0.021,0.2761038,0.2533948,0,1.23,0
0,0,0,0,0.01,0.2404755,0.2453825,0,0.815,0
0,1,1,0,0.015,0.261845,0.2478758,0,2.1,0
0,1,1,0,0.467,0.3401681,0.3591561,0,2.25,0
0,0,0,0,1.229,0.2786972,0.1329371,0,1.755,0
0,0,0,0,0.026,0.2787853,0.3115137,0,1.74,0
0,0,0,0,1.206,0.3363076,0.178926,0,0.835,0
0,0,0,0,1.434,0.4363657,0.1930731,0,0.13,0
0,3,3,0,0.453,0.3261675,0.3085876,0,0.82,0
0,1,0,0,0.127,0.2961295,0.2808373,1,0.84,0
0,0,0,0,0.474,0.4100667,0.3676608,0,2.02,0
0,2,2,0,1.22,0.32248,0.1959513,0,2.016,0
0,0,0,0,0.064,0.2807311,0.2597474,0,1.42,0
0,2,2,0,0.021,0.2708419,0.2631044,0,1.336,0
0,2,2,0,0.462,0.3438341,0.3829247,0,1.146,0
0,1,1,0,0.451,0.3194287,0.3349993,0,1.33,0
0,2,2,0,1.212,0.3052306,0.1689316,0,1.845,0
0,1,1,0,1.69,0.4880825,0.1084262,0,1.54,0
0,0,0,0,1.431,0.4510032,0.2057585,0,0.6,0
0,0,0,0,1.384,0.3773546,0.2089731,0,1.115,0
0,0,0,0,0.033,0.3242431,0.3619105,0,0.955,0
0,3,3,0,1.209,0.295378,0.1232744,0,0.83,0
0,0,0,0,1.206,0.354323,0.1678154,0,1.045,0
0,0,0,0,1.415,0.3957051,0.18313,0,2,0
0,0,0,0,1.368,0.3657764,0.2692033,0,1.12,0
0,0,0,0,0.018,0.247154,0.2688719,0,0.55,0
0,1,1,0,1.232,0.3305694,0.1719698,0,0.5,0
0,1,1,0,1.215,0.2916467,0.1821599,0,1.3,0
0,0,0,0,0.456,0.3385208,0.3475831,0,0.204,0
0,0,0,0,0.008,0.2547557,0.2240825,0,0.919,0
0,0,0,0,0.024,0.2685909,0.2941424,0,0.81,0
0,0,0,0,0.02,0.2858002,0.2666926,0,1.3,0
0,0,0,0,0.012,0.2342416,0.2247308,0,1.93,0
0,0,0,0,0.035,0.2458572,0.257871,0,1.7,0
0,0,0,0,0.02,0.2782514,0.2732579,0,1.315,0
0,2,2,0,0.074,0.279675,0.2752089,0,1.647,0
0,4,4,0,0.034,0.3004476,0.3007564,0,0.35,0
0,3,3,0,0.452,0.3269284,0.3499362,0,2.15,0
0,0,0,0,0.465,0.3844379,0.3923015,0,0.55,0
0,1,1,0,1.234,0.2851328,0.0787581,0,2.24,0
0,0,0,0,0.018,0.2476266,0.2653943,0,0.942,0
0,0,0,0,0.033,0.3252106,0.3665237,0,1.73,0
0,0,0,0,1.225,0.2824701,0.1518172,0,1.2,0
0,1,0,0,0.018,0.2636613,0.2619148,0,1.7,1
0,0,0,0,0.012,0.2371642,0.2202432,0,0.3,0
0,0,0,0,1.215,0.2976493,0.1770464,0,1.63,0
0,0,0,0,1.359,0.4619429,0.2746343,0,2.3,0
0,0,0,0,0.024,0.2719508,0.2885643,0,1.601,0
0,0,0,0,1.223,0.2572824,0.0741924,0,2.323,0
0,0,0,0,0.027,0.293249,0.2728679,0,1.555,0
0,0,0,0,0.451,0.3249129,0.3453046,0,0.7,0
0,1,1,0,0.027,0.2873163,0.2770287,0,1.31,0
0,0,0,0,0.451,0.3249129,0.3453046,0,1.7,0
0,1,1,0,1.36,0.4758244,0.2640397,0,1.2,0
0,0,0,0,0.006,0.2304516,0.2137981,0,1.715,0
0,0,0,0,0.02,0.2782514,0.2732579,0,1.85,0
0,1,1,0,0.465,0.4135552,0.3856251,0,0.8,0
0,0,0,0,1.2,0.2508667,0.1996572,0,1.23,0
0,0,0,0,1.36,0.4701353,0.25989,0,0.215,0
0,0,0,0,1.369,0.3483901,0.2674312,0,0.515,0
0,1,1,0,1.384,0.3623692,0.2039092,0,0.22,0
0,0,0,0,1.372,0.3712278,0.232006,0,0.84,0
0,0,0,0,1.209,0.295472,0.1281656,0,1.909,0
0,0,0,0,1.36,0.4671114,0.2676828,0,1.73,0
0,4,4,0,0,0.2427636,0.248528,0,1.245,0
0,0,0,0,0.018,0.2503996,0.2692038,0,1.3,0
0,0,0,0,0.017,0.2541544,0.2503087,0,1.951,0
0,1,1,0,1.215,0.2917993,0.1740929,0,0.946,0
0,0,0,0,1.432,0.4551925,0.1950489,0,2.1,0
0,1,1,0,0.03,0.2941792,0.3216276,0,1.927,0
0,0,0,0,0.027,0.2873163,0.2770287,0,1.22,0
0,0,0,0,1.232,0.3198986,0.1750215,0,2.03,0
0,0,0,0,0.464,0.4173618,0.3452668,0,0.005,0
0,0,0,0,1.234,0.28048,0.0821908,0,0.64,0
0,1,1,0,1.421,0.5032338,0.1652869,0,0.905,0
0,0,0,0,1.359,0.466201,0.2782135,0,1,0
0,0,0,0,1.432,0.4489505,0.2033139,0,1.5,0
0,1,1,0,1.361,0.5110494,0.2556763,0,0.913,0
0,0,0,0,0.017,0.2547107,0.2524962,0,2.035,0
0,0,0,0,1.232,0.3142614,0.1761396,0,2.325,0
0,1,1,0,1.434,0.4311991,0.1984917,0,1.93,0
0,0,0,0,1.377,0.3463895,0.2256606,0,1.74,0
0,0,0,0,0,0.2427636,0.248528,0,1.145,0
0,0,0,0,0.064,0.2812008,0.2603758,0,0.122,0
0,0,0,0,1.222,0.2758948,0.0989739,0,0.84,0
0,1,1,0,1.232,0.3246799,0.1814574,0,1.9,0
0,0,0,0,0.127,0.2929196,0.2764444,0,1.73,0
0,0,0,0,1.36,0.4673248,0.2709926,0,2.02,0
0,1,1,0,1.367,0.374668,0.2545035,0,1.945,0
0,0,0,0,0.468,0.3884154,0.3769921,0,2.33,0
0,0,0,0,1.223,0.2491761,0.0769984,0,0.605,0
0,2,2,0,1.207,0.3652266,0.1790578,0,1.352,0
0,0,0,0,0.018,0.2459517,0.2669232,0,1.035,0
0,0,0,0,0.46,0.4075584,0.3462639,0,1.841,0
0,2,2,0,0.466,0.370202,0.3775353,0,0.805,0
0,4,4,0,1.411,0.4839739,0.2079144,0,2.15,0
0,0,0,0,0.018,0.2622854,0.2600376,0,0.33,0
0,0,0,0,0.023,0.2625156,0.2807302,0,1.9,0
0,2,2,0,0.459,0.3584035,0.3347743,0,1.8,0
0,0,0,0,0.456,0.3387712,0.348291,0,2.335,0
0,0,0,0,0.127,0.2928397,0.280578,0,0.74,0
0,1,1,0,1.212,0.308418,0.1731925,0,0.225,0
0,0,0,0,1.219,0.2254616,0.1448872,0,0.825,0
0,0,0,0,1.003,0.5232693,0.2449288,0,1.814,0
0,1,1,0,1.384,0.3865074,0.2014852,0,0.83,0
0,0,0,0,0.303,0.143812,0.0938209,0,0.95,0
0,0,0,0,0.46,0.3987357,0.3386871,0,2.1,0
0,0,0,0,0.456,0.3499248,0.3454678,0,1.8,0
0,0,0,0,0.016,0.2751827,0.2521325,0,0.7,0
0,1,1,0,1.431,0.4373019,0.2061174,0,1.03,0
0,0,0,0,1.36,0.4766508,0.2578047,0,1.53,0
0,3,3,0,1.232,0.325029,0.1722813,0,1.645,0
0,1,1,0,1.373,0.3820402,0.2107351,0,1.33,0
0,3,3,0,0.001,0.2479723,0.2170345,0,1.735,0
0,2,2,0,1.223,0.2591475,0.0757484,0,2.2,0
0,2,2,0,1.212,0.3135393,0.1684766,0,1.623,0
0,0,0,0,1.415,0.3924997,0.1799366,0,1.725,0
0,2,2,0,0.033,0.3223418,0.3711395,0,1.8,0
0,0,0,0,0.027,0.2841,0.278383,0,1.5,0
0,0,0,0,1.237,0.2786192,0.174419,0,0.018,0
0,0,0,0,0.016,0.2673567,0.249656,0,2.02,0
0,0,0,0,0.013,0.2398298,0.2339589,0,0.23,0
0,0,0,0,0.074,0.2913697,0.2702804,0,1.452,0
0,0,0,0,0.012,0.2399169,0.2182863,0,1.7,0
0,0,0,0,0.459,0.360133,0.3522372,0,1.75,0
0,0,0,0,0.009,0.2622969,0.2386725,0,1.908,0
0,0,0,0,0.022,0.2597065,0.267781,0,1.94,0
0,0,0,0,0.455,0.3335873,0.3242049,0,1.706,0
0,1,1,0,0.456,0.3393322,0.3438633,0,2.053,0
0,0,0,0,1.203,0.2627416,0.1150149,0,1.245,0
0,0,0,0,1.223,0.249028,0.0720879,0,0.625,0
0,0,0,0,1.205,0.3004908,0.1981824,0,1.12,0
0,0,0,0,1.234,0.2776073,0.0759088,0,1.13,0
0,0,0,0,0.064,0.2852736,0.2619334,0,0.4,0
0,0,0,0,0.033,0.3205496,0.3630028,0,2.34,0
0,0,0,0,0.464,0.4039036,0.3192995,0,1.613,0
0,1,1,0,1.384,0.3865074,0.2014852,0,2.055,0
0,0,0,0,0.064,0.2812008,0.2603758,0,1.65,0
0,0,0,0,0.459,0.3773216,0.3399769,0,1.44,0
0,2,2,0,0.45,0.3125804,0.317948,0,2.3,0
0,0,0,0,1.206,0.3429012,0.178451,0,0.807,0
0,0,0,0,0.021,0.2736134,0.2611165,0,1.84,0
0,2,2,0,1.21,0.2867631,0.2118026,0,2.315,0
0,0,0,0,1.237,0.2742672,0.1806592,0,1.93,0
0,0,0,0,1.36,0.4618641,0.2540598,0,2.1,0
0,0,0,0,0.021,0.2724056,0.2565907,0,2.305,0
0,0,0,0,0.015,0.262744,0.249108,0,2.14,0
0,0,0,0,0.127,0.2919753,0.2834055,0,1,0
0,0,0,0,1.234,0.2767037,0.075717,0,1.352,0
0,0,0,0,1.232,0.3170156,0.1759923,0,0.025,0
0,1,0,0,0.074,0.2862475,0.2715451,0,1.705,1
0,1,1,0,0.457,0.3469746,0.3609561,0,1.645,0
0,0,0,0,1.222,0.2772705,0.0991327,0,1.53,0
0,0,0,0,0.02,0.2795887,0.2693132,0,1.345,0
0,0,0,0,1.69,0.4880825,0.1084262,0,0.835,0
0,0,0,0,0.127,0.2876218,0.2803195,0,0.81,0
0,3,3,0,1.412,0.4885631,0.1790076,0,1.15,0
0,0,0,0,1.362,0.4848172,0.26115,0,0.73,0
0,1,1,0,1.361,0.517596,0.2606343,0,1.545,0
0,0,0,0,0.018,0.2532407,0.2680069,0,0.957,0
0,1,1,0,0.022,0.25966,0.2694608,0,1.813,0
0,1,1,0,0.45,0.3107538,0.3124789,0,1.84,0
0,1,1,0,1.237,0.2775618,0.1791267,0,1.817,0
0,0,0,0,1.357,0.4521646,0.258335,0,2.115,0
0,3,3,0,0.018,0.2547843,0.2599262,0,0.145,0
0,0,0,0,0.064,0.2861841,0.2631791,0,1.2,0
0,0,0,0,0.452,0.3361403,0.3562885,0,2.013,0
0,2,2,0,1.202,0.3169789,0.1530515,0,2.358,0
0,0,0,0,1.215,0.2865288,0.1690145,0,1.645,0
0,1,1,0,1.2,0.2485479,0.2013015,0,1.84,0
0,0,0,0,1.376,0.3374646,0.249051,0,1.93,0
0,0,0,0,1.235,0.3580824,0.1365705,0,0.34,0
0,2,2,0,1.207,0.3659029,0.1763205,0,1.352,0
0,1,1,0,1.22,0.3256534,0.1872509,0,2.328,0
1,10,10,1,0.462,0.3327549,0.3761107,0,0.435,0
0,0,0,0,1.22,0.3084081,0.1885824,0,0.556,0
0,0,0,0,1.69,0.4949599,0.1079996,0,0.51,0
0,0,0,0,1.377,0.3426034,0.2295561,0,0.45,0
0,0,0,0,1.205,0.2984787,0.2069612,0,1.83,0
0,0,0,0,0.313,0.1235344,0.1069659,0,0.545,0
0,2,2,0,0.463,0.4504365,0.3554413,0,1.945,0
0,1,1,0,1.425,0.519811,0.2412565,0,2.03,0
0,1,1,0,0.307,0.0790776,0.0596652,0,1.555,0
0,0,0,0,0,0.245496,0.2522773,0,1.25,0
0,3,3,0,1.235,0.3268572,0.1358979,0,1.851,0
0,2,2,0,0.001,0.2514356,0.2180938,0,1.332,0
0,0,0,0,0,0.245496,0.2522773,0,1.733,0
0,1,1,0,0.451,0.318094,0.3370917,0,1.815,0
0,0,0,0,1.211,0.3242231,0.153203,0,1.13,0
0,0,0,0,0.307,0.0957289,0.053531,0,2.15,0
0,1,1,0,0.313,0.1251335,0.1089767,0,1.621,0
0,1,1,0,0.015,0.2641647,0.2452815,0,0.53,0
0,0,0,0,1.212,0.2997703,0.1700763,0,1.4,0
0,0,0,0,0.021,0.2741952,0.255023,0,1.053,0
0,0,0,0,0.47,0.3449201,0.3999298,0,1.8,0
0,0,0,0,1.232,0.3276695,0.170767,0,1.4,0
0,0,0,0,0.017,0.2530142,0.2524058,0,1.8,0
0,1,1,0,1.353,0.4151179,0.2678469,0,1.73,0
0,0,0,0,0.009,0.2608962,0.2367761,0,2.359,0
0,0,0,0,0.021,0.2765069,0.258198,0,1.543,0
0,0,0,0,0.3,0.1528965,0.1291813,0,1.44,0
0,0,0,0,0.017,0.2547107,0.2524962,0,0.003,0
0,0,0,0,0.033,0.3218025,0.3646871,0,0.445,0
0,0,0,0,1.211,0.3330278,0.1533473,0,1.6,0
0,0,0,0,1.419,0.4380923,0.1744633,0,0.405,0
0,0,0,0,0.305,0.1397202,0.0876306,0,1.745,0
0,0,0,0,0.452,0.3271237,0.3528317,0,1.34,0
0,1,1,0,1.419,0.4179291,0.1786708,0,1.845,0
0,0,0,0,1.419,0.4271647,0.1820818,0,1.8,0
0,1,1,0,1.419,0.4291657,0.1679429,0,2.21,0
0,0,0,0,1.416,0.3966668,0.1811552,0,0.71,0
0,0,0,0,0.303,0.1484361,0.0959218,0,0.938,0
0,4,4,0,1.215,0.2878001,0.1725218,0,0.55,0
0,0,0,0,1.355,0.3868321,0.2827597,0,0.9,0
0,0,0,0,0.016,0.2609115,0.2523718,0,1.615,0
0,0,0,0,0.021,0.2752158,0.2604408,0,0.144,0
0,0,0,0,0.015,0.2622963,0.2484932,0,1.1,0
0,0,0,0,0.307,0.0790776,0.0596652,0,1.639,0
0,0,0,0,0,0.2530856,0.2474021,0,0.947,0
0,2,2,0,1.224,0.2882597,0.1595389,0,1.35,0
0,1,1,0,1.432,0.4573922,0.2028235,0,2,0
0,0,0,0,0.018,0.2678307,0.2618563,0,1.815,0
0,0,0,0,0.465,0.4117646,0.3854494,0,0.115,0
0,0,0,0,0.304,0.1519148,0.0850716,0,1.2,0
0,0,0,0,0.012,0.2371642,0.2202432,0,1.42,0
0,1,1,0,0.451,0.3164253,0.3315182,0,0.311,0
0,1,1,0,1.207,0.3690619,0.1842989,0,1.03,0
0,0,0,0,1.237,0.2841433,0.1704262,0,1.55,0
0,0,0,0,0.305,0.1145492,0.0764396,0,1.405,0
0,0,0,0,1.367,0.3826218,0.2504181,0,0.01,0
0,1,1,0,0.127,0.2887656,0.2790153,0,1.2,0
0,0,0,0,0.456,0.3408764,0.351753,0,1.23,0
0,0,0,0,1.2,0.2486984,0.191736,0,1.943,0
0,0,0,0,1.384,0.3315787,0.2120427,0,2.305,0
0,3,3,0,1.211,0.3415049,0.1560988,0,1.63,0
0,0,0,0,1.357,0.4371684,0.2614795,0,1.733,0
0,0,0,0,0.02,0.2872239,0.2686435,0,1.418,0
0,3,2,0,0.462,0.3351,0.3722855,1,2.25,0
0,0,0,0,1.213,0.2534254,0.085334,0,1.252,0
0,0,0,0,0.303,0.1587366,0.126202,0,1.4,0
0,0,0,0,0.015,0.2708733,0.2440724,0,0.64,0
0,0,0,0,0.462,0.3240004,0.3761282,0,1.35,0
0,0,0,0,1.433,0.4646614,0.1742036,0,0.7,0
0,0,0,0,0.064,0.2735836,0.2668585,0,1.243,0
0,0,0,0,0.024,0.2794248,0.2988055,0,0.4,0
0,1,1,0,0.467,0.3440632,0.3602424,0,0.41,0
0,1,1,0,0.03,0.2894938,0.3227769,0,1.94,0
0,0,0,0,0.455,0.3290625,0.3372129,0,0.5,0
0,0,0,0,0.464,0.4006206,0.3274093,0,1.015,0
0,4,4,0,0.452,0.3365353,0.3569359,0,1.414,0
0,0,0,0,0.064,0.2825592,0.2622555,0,1.418,0
0,0,0,0,0.456,0.3353192,0.3456233,0,1.7,0
0,0,0,0,1.202,0.2976367,0.1534166,0,1.53,0
0,0,0,0,0.012,0.2444984,0.2182149,0,1.74,0
